object_id,record_family_id,x,y,z,observer_count,support_size,h3_compactness,h3_compactness_normalized
observer_mixture_cluster_000037_component_000,,-0.10101766144798298,-0.8691981614441373,-1.3368303148791096,14.0,0.0,0.3706324412440963,0.13965942186154262
observer_mixture_cluster_000037_component_001,,-1.0357778780145217,2.212255866322268,0.8312120796844902,13.0,0.0,0.40317226497573494,0.15192087678055274
observer_mixture_cluster_000037_component_002,,1.4621359381979766,3.098328362092867,0.5009920669571067,11.0,0.0,0.4424595709620449,0.16672487618796558
observer_mixture_cluster_000037_component_003,,0.6362678885753731,0.5288182452327838,-0.9910857764517275,6.0,0.0,0.17469514800919264,0.06582754410564995
observer_mixture_cluster_000037_component_004,,-0.620480881120597,-2.4782212991812838,0.6757607644158116,5.0,0.0,0.3287183006568187,0.12386559490296994
observer_mixture_cluster_000037_component_005,,0.7753893960493023,-3.3102982905687233,0.37809259157806,4.0,0.0,0.2928258017411257,0.11034080567808294
observer_mixture_cluster_000037_component_006,,-0.649241833100408,1.2959336718860985,-1.1714113062062355,4.0,0.0,0.1074448394392703,0.04048669918835332
observer_mixture_cluster_000037_component_007,,-1.0383232641120568,-1.3502554451850712,2.182846303266543,4.0,0.0,0.4579739077135142,0.17257089251077445
observer_mixture_cluster_000045_component_000,,0.4055811412842444,-3.3145991492938136,0.26636971338034166,20.0,0.0,0.4268659395852928,0.16084898055538407
observer_mixture_cluster_000045_component_001,,0.05645929543885475,-1.386437048283007,-0.6441655277664016,8.0,0.0,0.3888701994817769,0.14653166100762313
observer_mixture_cluster_000045_component_002,,0.6034107630509113,0.4858592665104685,-1.0349938717901377,7.0,0.0,0.28151638306364524,0.10607926055055636
observer_mixture_cluster_000045_component_003,,0.837046863108141,3.388163804695472,0.19359183697353274,6.0,0.0,0.2852593223510376,0.1074896517596621
observer_mixture_cluster_000045_component_004,,2.0261393598200845,2.7828465874305395,0.6122015173063519,6.0,0.0,0.2692669421225819,0.10146350205350314
observer_mixture_cluster_000045_component_005,,-0.11621503715106052,-0.2246905952029743,-1.6168319283459072,4.0,0.0,0.23941087129588756,0.0902133222885665
observer_mixture_cluster_000051_component_000,,-0.28552289488471444,0.1620641254533098,-1.2919326004908365,34.0,0.0,0.8836935873118094,0.3329879464745473
observer_mixture_cluster_000051_component_001,,-1.4490251301783423,1.6116869839263748,1.5615837984913012,6.0,0.0,0.24960638451903053,0.09405513245916645
observer_mixture_cluster_000053_component_000,,2.100567669993084,2.7402554905685075,0.6089356051408537,11.0,0.0,0.20438324037682964,0.07701442726762762
observer_mixture_cluster_000053_component_001,,1.1613570828040942,3.3836243762668117,0.13576665903088872,10.0,0.0,0.03481966224018408,0.013120529550934864
observer_mixture_cluster_000053_component_002,,-1.2253073699651402,2.136907594581206,0.6208158224545581,4.0,0.0,0.08254198313102425,0.031102959052070493
observer_mixture_cluster_000056_component_000,,0.6062866443768006,0.5333056259795897,-1.0585061304059635,6.0,0.0,0.10174819612863951,0.03834012532492255
