sample_id,sample_kind,slice_index,cycle,relative_time,slice_axis,slice_value,x,y,z,density,normalized_density,h3_green_potential,normalized_curvature_potential,curvature_potential,compactification_factor,emergent_spatial_scale_factor,local_metric_conformal_factor
volume_00027,volume,,,,,,-237.1260858800659,-646.2007602420458,112.83558540291853,8547.17549445689,0.9988259171339967,0.0017139262808524773,4.37907758868174e-05,4.37907758868174e-05,4.378885833873555e-05,0.9999562111416613,0.9999124242007867
volume_00028,volume,,,,,,-237.1260858800659,-646.2007602420458,145.50795316738007,8547.239391775141,0.9988333841969519,0.0020528660713129473,5.2450679506357514e-05,5.2450679506357514e-05,5.244792857686496e-05,0.9999475520714232,0.9998951068936316
volume_00029,volume,,,,,,-237.1260858800659,-646.2007602420458,178.1803209318416,8547.29048353795,0.99883935479822,0.002324205078920348,5.938338472491402e-05,5.938338472491402e-05,5.937985854792896e-05,0.9999406201414521,0.9998812438088719
volume_00030,volume,,,,,,-237.1260858800659,-646.2007602420458,210.85268869630318,8547.288732484036,0.9988391501694471,0.0024541302128777897,6.270296882065774e-05,6.270296882065774e-05,6.269903740487026e-05,0.999937300962595,0.9998746058563593
volume_00031,volume,,,,,,-237.1260858800659,-646.2007602420458,243.52505646076474,8547.181829455281,0.9988266574441241,0.0024035397330313397,6.141038325865764e-05,6.141038325865764e-05,6.140661225506444e-05,0.999938593387745,0.9998771905462621
volume_00032,volume,,,,,,-237.1260858800659,-646.2007602420458,276.1974242252263,8547.003358645625,0.9988058012828984,0.002199933344709743,5.620824485881896e-05,5.620824485881896e-05,5.620508566960134e-05,0.9999437949143305,0.9998875929876726
volume_00033,volume,,,,,,-237.1260858800659,-548.7471210913642,-50.52625341938926,8547.52402716286,0.9988666467878946,0.0006918154802217555,1.7675869136188034e-05,1.7675869136188034e-05,1.7675556705360802e-05,0.9999823244432947,0.9999646491990147
volume_00034,volume,,,,,,-237.1260858800659,-548.7471210913642,-17.85388565492771,8547.589066571472,0.9988742473159284,0.0008580396683415757,2.1922893206151377e-05,2.1922893206151377e-05,2.1922412603441052e-05,0.9999780775873965,0.9999561556553852
volume_00035,volume,,,,,,-237.1260858800659,-548.7471210913642,14.818482109533846,8547.653471751515,0.9988817737277901,0.001095979572963036,2.8002252134370013e-05,2.8002252134370013e-05,2.80014680302021e-05,0.9999719985319697,0.9999439978480217
volume_00036,volume,,,,,,-237.1260858800659,-548.7471210913642,47.4908498739954,8547.715541156984,0.9988890271802181,0.0014214754693790766,3.631866457945138e-05,3.631866457945138e-05,3.631734558195877e-05,0.9999636826544179,0.9999273666277855
volume_00037,volume,,,,,,-237.1260858800659,-548.7471210913642,80.16321763845696,8547.772110761533,0.9988956379239874,0.0018334645024754253,4.684497461839621e-05,4.684497461839621e-05,4.6842780269543424e-05,0.9999531572197303,0.9999063166337068
volume_00038,volume,,,,,,-237.1260858800659,-548.7471210913642,112.83558540291853,8547.816923489789,0.9989008747550819,0.0022905900197949082,5.852452076032618e-05,5.852452076032618e-05,5.852109584123771e-05,0.9999414789041589,0.9998829612330363
volume_00039,volume,,,,,,-237.1260858800659,-548.7471210913642,145.50795316738007,8547.83704216833,0.9989032258308916,0.0026951723006516178,6.88615884549539e-05,6.88615884549539e-05,6.885684686310291e-05,0.9999311431531369,0.9998622910475392
volume_00040,volume,,,,,,-237.1260858800659,-548.7471210913642,178.1803209318416,8547.809628637246,0.9989000222760629,0.0029196132902355627,7.459605042364345e-05,7.459605042364345e-05,7.459048626796868e-05,0.9999254095137321,0.9998508245912049
volume_00041,volume,,,,,,-237.1260858800659,-548.7471210913642,210.85268869630318,8547.714834256667,0.9988889445715999,0.0028838735873781478,7.368290186201916e-05,7.368290186201916e-05,7.36774730919999e-05,0.999926322526908,0.9998526504821862
volume_00042,volume,,,,,,-237.1260858800659,-548.7471210913642,243.52505646076474,8547.56154417938,0.9988710310395643,0.002616091048779412,6.684106434241024e-05,6.684106434241024e-05,6.683659691313553e-05,0.9999331634030868,0.9998663312733043
volume_00043,volume,,,,,,-237.1260858800659,-548.7471210913642,276.1974242252263,8547.375853494961,0.9988493311612492,0.0022246145898309334,5.683885008716757e-05,5.683885008716757e-05,5.6835619615904606e-05,0.999943164380384,0.9998863319910557
volume_00044,volume,,,,,,-237.1260858800659,-451.29348194068245,-50.52625341938926,8548.243775378429,0.9989507568160537,0.000836407609596833,2.1370194617510604e-05,2.1370194617510604e-05,2.1369737942051857e-05,0.999978630262058,0.9999572609807817
volume_00045,volume,,,,,,-237.1260858800659,-451.29348194068245,-17.85388565492771,8548.306716897467,0.9989581121839785,0.0010412977625379556,2.6605133172976228e-05,2.6605133172976228e-05,2.660442535869657e-05,0.9999733955746413,0.999946791857078
volume_00046,volume,,,,,,-237.1260858800659,-451.29348194068245,14.818482109533846,8548.364514330433,0.998964866412206,0.0013430109286196121,3.431389742123339e-05,3.431389742123339e-05,3.4312720018078443e-05,0.9999656872799819,0.9999313757373266
volume_00047,volume,,,,,,-237.1260858800659,-451.29348194068245,47.4908498739954,8548.412632106236,0.9989704894723126,0.0017575233414650546,4.4904679753009234e-05,4.4904679753009234e-05,4.49026634132886e-05,0.9999550973365867,0.9999101966894226
volume_00048,volume,,,,,,-237.1260858800659,-451.29348194068245,80.16321763845696,8548.443498384595,0.9989740965163952,0.0022627106665935467,5.781220394626636e-05,5.781220394626636e-05,5.780886188855295e-05,0.9999421911381114,0.9998843856180875
volume_00049,volume,,,,,,-237.1260858800659,-451.29348194068245,112.83558540291853,8548.445397546771,0.9989743184531513,0.0027608588056137924,7.05398771011588e-05,7.05398771011588e-05,7.053490157787015e-05,0.9999294650984221,0.9998589351720165
volume_00050,volume,,,,,,-237.1260858800659,-451.29348194068245,145.50795316738007,8548.403673330582,0.9989694425466569,0.003084023541868335,7.879672845932011e-05,7.879672845932011e-05,7.879052002410861e-05,0.999921209479976,0.999842425167898
volume_00051,volume,,,,,,-237.1260858800659,-451.29348194068245,178.1803209318416,8548.30809653079,0.9989582734084111,0.0030954090930641774,7.908762902274285e-05,7.908762902274285e-05,7.90813746643208e-05,0.9999209186253358,0.9998418435045355
volume_00052,volume,,,,,,-237.1260858800659,-451.29348194068245,210.85268869630318,8548.162013530356,0.9989412020978968,0.002808101028276756,7.174691477141378e-05,7.174691477141378e-05,7.17417675209339e-05,0.999928258232479,0.9998565216118392
volume_00053,volume,,,,,,-237.1260858800659,-451.29348194068245,243.52505646076474,8547.979849527488,0.9989199143488209,0.002365191879579334,6.043059651110741e-05,6.043059651110741e-05,6.042694487478329e-05,0.9999395730551253,0.9998791497616661
volume_00054,volume,,,,,,-237.1260858800659,-451.29348194068245,276.1974242252263,8547.77676887783,0.9988961822730867,0.0019153781718062746,4.893786692993131e-05,4.893786692993131e-05,4.8935472132307945e-05,0.9999510645278676,0.9999021314504157
volume_00055,volume,,,,,,-237.1260858800659,-353.8398427900007,-50.52625341938926,8548.99832103063,0.9990389332848263,0.0009902305377952154,2.530036679016612e-05,2.530036679016612e-05,2.529972669780097e-05,0.999974700273302,0.9999494011866803
volume_00056,volume,,,,,,-237.1260858800659,-353.8398427900007,-17.85388565492771,8549.052530503588,0.9990452682227925,0.0012011591804337754,3.06895886143986e-05,3.06895886143986e-05,3.0688646792453406e-05,0.9999693113532075,0.9999386236482082
volume_00057,volume,,,,,,-237.1260858800659,-353.8398427900007,14.818482109533846,8549.093623305836,0.999050070342033,0.001511454769132036,3.8617633557262256e-05,3.8617633557262256e-05,3.861614229322978e-05,0.9999613838577068,0.9999227692066202
volume_00058,volume,,,,,,-237.1260858800659,-353.8398427900007,47.4908498739954,8549.11399846624,0.9990524513904028,0.0019181196546182292,4.900791175085333e-05,4.900791175085333e-05,4.900551009313938e-05,0.999950994489907,0.9999019913813539
volume_00059,volume,,,,,,-237.1260858800659,-353.8398427900007,80.16321763845696,8549.1034865522,0.999051222964452,0.0023571533073743975,6.022521118163963e-05,6.022521118163963e-05,6.022158432400603e-05,0.9999397784156759,0.9998795604579911
volume_00060,volume,,,,,,-237.1260858800659,-353.8398427900007,112.83558540291853,8549.051252619793,0.9990451188888453,0.0026865715083362676,6.864183841497947e-05,6.864183841497947e-05,6.863712703639617e-05,0.9999313628729636,0.9998627304569824
volume_00061,volume,,,,,,-237.1260858800659,-353.8398427900007,145.50795316738007,8548.95045868298,0.999033340074143,0.0027610723763845575,7.05453338292941e-05,7.05453338292941e-05,7.054035753622328e-05,0.9999294596424638,0.9998589242608696
volume_00062,volume,,,,,,-237.1260858800659,-353.8398427900007,178.1803209318416,8548.802797630775,0.9990160843519468,0.0025619279935580695,6.545719956418687e-05,6.545719956418687e-05,6.545291519965458e-05,0.9999345470848003,0.9998690984536848
volume_00063,volume,,,,,,-237.1260858800659,-353.8398427900007,210.85268869630318,8548.617831507749,0.9989944691461293,0.0022083911464292217,5.6424341492455164e-05,5.6424341492455164e-05,5.642115796577071e-05,0.9999435788420342,0.9998871608674155
volume_00064,volume,,,,,,-237.1260858800659,-353.8398427900007,243.52505646076474,8548.407806286003,0.9989699255252726,0.0018392161926248487,4.6991930165503253e-05,4.6991930165503253e-05,4.6989722027767226e-05,0.9999530102779722,0.9999060227639784
volume_00065,volume,,,,,,-237.1260858800659,-353.8398427900007,276.1974242252263,8548.183296051986,0.9989436891808167,0.001530488768827672,3.910395179872523e-05,3.910395179872523e-05,3.9102422739471215e-05,0.9999608975772606,0.9999217966835207
volume_00066,volume,,,,,,-237.1260858800659,-256.3862036393191,-50.52625341938926,8549.747369719531,0.9991264673765451,0.0011662505186859845,2.9797673133444607e-05,2.9797673133444607e-05,2.9796785258577046e-05,0.9999702032147415,0.9999404073173315
volume_00067,volume,,,,,,-237.1260858800659,-256.3862036393191,-17.85388565492771,8549.786506859284,0.9991310409563824,0.0013236173426781042,3.3818391759704064e-05,3.3818391759704064e-05,3.381724811475908e-05,0.9999661827518853,0.999932366647377
volume_00068,volume,,,,,,-237.1260858800659,-256.3862036393191,14.818482109533846,8549.801411567056,0.9991327827257447,0.0015434586263325968,3.9435331350825695e-05,3.9435331350825695e-05,3.94337762667922e-05,0.9999605662237332,0.999921134002489
volume_00069,volume,,,,,,-237.1260858800659,-256.3862036393191,47.4908498739954,8549.783323999422,0.9991306690062659,0.0017985096434060092,4.5951878796968736e-05,4.5951878796968736e-05,4.5949767318830155e-05,0.9999540502326811,0.9999081025767433
volume_00070,volume,,,,,,-237.1260858800659,-256.3862036393191,80.16321763845696,8549.723708519721,0.9991237023204613,0.0020189834917106733,5.158498039992194e-05,5.158498039992194e-05,5.158231952698015e-05,0.999948417680473,0.9998968380216818
volume_00071,volume,,,,,,-237.1260858800659,-256.3862036393191,112.83558540291853,8549.617408134016,0.9991112800202158,0.0021202492211633266,5.4172317389276335e-05,5.4172317389276335e-05,5.416938290827265e-05,0.9999458306170917,0.9998916641685055
volume_00072,volume,,,,,,-237.1260858800659,-256.3862036393191,145.50795316738007,8549.4654476528,0.9990935218652419,0.0020706263160215556,5.2904453338066814e-05,5.2904453338066814e-05,5.290165460494925e-05,0.999947098345395,0.999894199489375
volume_00073,volume,,,,,,-237.1260858800659,-256.3862036393191,178.1803209318416,8549.274930180443,0.9990712579268005,0.0019153586821941447,4.8937368970802936e-05,4.8937368970802936e-05,4.8934974221913864e-05,0.9999510650257781,0.999902132446188
volume_00074,volume,,,,,,-237.1260858800659,-256.3862036393191,210.85268869630318,8549.05602869692,0.9990456770228885,0.0017261858461930903,4.4104007490940746e-05,4.4104007490940746e-05,4.4102062413249704e-05,0.9999558979375867,0.9999117978201653
volume_00075,volume,,,,,,-237.1260858800659,-256.3862036393191,243.52505646076474,8548.818687316703,0.9990179412262008,0.0015521348773043693,3.9657009357684715e-05,3.9657009357684715e-05,3.965543674165877e-05,0.9999603445632583,0.9999206906990703
volume_00076,volume,,,,,,-237.1260858800659,-256.3862036393191,276.1974242252263,8548.570880081272,0.9989889823860129,0.0014124409697713397,3.6087833328427465e-05,3.6087833328427465e-05,3.608653104370975e-05,0.9999639134689562,0.9999278282401501
volume_00077,volume,,,,,,-237.1260858800659,-158.93256448863735,-50.52625341938926,8550.380092600593,0.9992004075936822,0.0013834906484520737,3.53481533043177e-05,3.53481533043177e-05,3.5346903856541346e-05,0.9999646530961434,0.9999293074416903
volume_00078,volume,,,,,,-237.1260858800659,-158.93256448863735,-17.85388565492771,8550.407011269806,0.9992035533187795,0.0014753996570655802,3.769642629781645e-05,3.769642629781645e-05,3.7695005330826205e-05,0.9999623049946692,0.9999246114102518
volume_00079,volume,,,,,,-237.1260858800659,-158.93256448863735,14.818482109533846,8550.397036595637,0.9992023876748681,0.0015965274257434925,4.079123791900617e-05,4.079123791900617e-05,4.0789574061786e-05,0.9999592104259383,0.9999184225156659
volume_00080,volume,,,,,,-237.1260858800659,-158.93256448863735,47.4908498739954,8550.34294688527,0.9991960667324,0.001724535143494766,4.4061832076090264e-05,4.4061832076090264e-05,4.405989071658422e-05,0.9999559401092835,0.9999118821598408
volume_00081,volume,,,,,,-237.1260858800659,-158.93256448863735,80.16321763845696,8550.240548368469,0.9991841004059191,0.0018280558940818716,4.670678480202682e-05,4.670678480202682e-05,4.6704603380167484e-05,0.9999532953966198,0.9999065929745596
volume_00082,volume,,,,,,-237.1260858800659,-158.93256448863735,112.83558540291853,8550.090528636974,0.9991665690476363,0.001882013044273636,4.808538871162069e-05,4.808538871162069e-05,4.808307661819105e-05,0.9999519169233817,0.9999038361587457
volume_00083,volume,,,,,,-237.1260858800659,-158.93256448863735,145.50795316738007,8549.898544896389,0.999144133760577,0.0018818997137722334,4.808249311999373e-05,4.808249311999373e-05,4.8080181305006924e-05,0.999951919818695,0.9999038419490939
volume_00084,volume,,,,,,-237.1260858800659,-158.93256448863735,178.1803209318416,8549.673400054033,0.9991178232555686,0.0018394945818362035,4.6999043003260595e-05,4.6999043003260595e-05,4.699683419702916e-05,0.999953003165803,0.9999060085403085
volume_00085,volume,,,,,,-237.1260858800659,-158.93256448863735,210.85268869630318,8549.424612932193,0.9990887499055123,0.0017727759244701414,4.529438288757966e-05,4.529438288757966e-05,4.529233139937939e-05,0.9999547076686007,0.9999094173885967
volume_00086,volume,,,,,,-237.1260858800659,-158.93256448863735,243.52505646076474,8549.16067566305,0.9990579061039444,0.0016985269608172718,4.339732362460245e-05,4.339732362460245e-05,4.33954403786325e-05,0.9999566045596213,0.9999132110024069
volume_00087,volume,,,,,,-237.1260858800659,-158.93256448863735,276.1974242252263,8548.888331409642,0.9990260798592554,0.0016273563294413162,4.1578915678399764e-05,4.1578915678399764e-05,4.157718694404967e-05,0.9999584228130559,0.9999168473547743
volume_00088,volume,,,,,,-237.1260858800659,-61.478925337955616,-50.52625341938926,8550.657051525011,0.9992327731104391,0.0015699332875264906,4.0111758317360446e-05,4.0111758317360446e-05,4.0110149428740486e-05,0.9999598898505713,0.9999197813099666
volume_00089,volume,,,,,,-237.1260858800659,-61.478925337955616,-17.85388565492771,8550.694387964319,0.9992371362597927,0.001697396876165262,4.336844998850611e-05,4.336844998850611e-05,4.336656924761652e-05,0.9999566334307524,0.999913268742164
volume_00090,volume,,,,,,-237.1260858800659,-61.478925337955616,14.818482109533846,8550.684141422898,0.9992359388453792,0.00186292747028233,4.759775274812472e-05,4.759775274812472e-05,4.759548730988782e-05,0.9999524045126902,0.9999048112907107
volume_00091,volume,,,,,,-237.1260858800659,-61.478925337955616,47.4908498739954,8550.621062515216,0.9992285674221695,0.0020383575946069992,5.207998827010826e-05,5.207998827010826e-05,5.207727608618055e-05,0.9999479227239138,0.9998958481598702
volume_00092,volume,,,,,,-237.1260858800659,-61.478925337955616,80.16321763845696,8550.504133086411,0.9992149030082305,0.0021916507845373633,5.59966256425611e-05,5.59966256425611e-05,5.599349019605217e-05,0.9999440065098039,0.9998880161548787
volume_00093,volume,,,,,,-237.1260858800659,-61.478925337955616,112.83558540291853,8550.337103287275,0.9991953838474948,0.0022957945992210806,5.865749764141076e-05,5.865749764141076e-05,5.865405714119235e-05,0.9999413459428589,0.9998826953260161
volume_00094,volume,,,,,,-237.1260858800659,-61.478925337955616,145.50795316738007,8550.127499843136,0.9991708895157169,0.002336821120595437,5.970572429094121e-05,5.970572429094121e-05,5.970215973025277e-05,0.9999402978402696,0.9998805992448871
volume_00095,volume,,,,,,-237.1260858800659,-61.478925337955616,178.1803209318416,8549.884748306506,0.9991425214862587,0.002315583757361704,5.916311016325961e-05,5.916311016325961e-05,5.9159610096730244e-05,0.9999408403899034,0.9998816842796663
volume_00096,volume,,,,,,-237.1260858800659,-61.478925337955616,210.85268869630318,8549.618364682361,0.9991113918027898,0.002243835000337333,5.7329931120430995e-05,5.7329931120430995e-05,5.732664458784541e-05,0.9999426733554122,0.9998853499971686
volume_00097,volume,,,,,,-237.1260858800659,-61.478925337955616,243.52505646076474,8549.336776604976,0.9990784853215984,0.0021380226465456693,5.462642798688741e-05,5.462642798688741e-05,5.462344410325171e-05,0.9999453765558968,0.9998907560955141
volume_00098,volume,,,,,,-237.1260858800659,-61.478925337955616,276.1974242252263,8549.046820746618,0.9990446009785964,0.0020139472805283686,5.1456305323480904e-05,5.1456305323480904e-05,5.145365770835985e-05,0.9999485463422916,0.9998970953320621
volume_00099,volume,,,,,,-237.1260858800659,35.97471381272612,-50.52625341938926,8550.319427671768,0.9991933182688858,0.0015908092044454284,4.0645137500258746e-05,4.0645137500258746e-05,4.064348554020047e-05,0.9999593565144597,0.9999187146808123
volume_00100,volume,,,,,,-237.1260858800659,35.97471381272612,-17.85388565492771,8550.388951077639,0.9992014427984074,0.0018424652882162258,4.707494448091831e-05,4.707494448091831e-05,4.707272853483597e-05,0.9999529272714651,0.999905856758772
volume_00101,volume,,,,,,-237.1260858800659,35.97471381272612,14.818482109533846,8550.41137848021,0.9992040636725146,0.002164457900870443,5.530184810884937e-05,5.530184810884937e-05,5.5298789983565093e-05,0.9999447012100164,0.9998894054779891
volume_00102,volume,,,,,,-237.1260858800659,35.97471381272612,47.4908498739954,8550.381817217429,0.9992006091330087,0.00253649811064393,6.480746665795755e-05,6.480746665795755e-05,6.480326692239715e-05,0.9999351967330775,0.9998703976656185
volume_00103,volume,,,,,,-237.1260858800659,35.97471381272612,80.16321763845696,8550.298645258408,0.9991908896287932,0.0029032237951918368,7.417729921341e-05,7.417729921341e-05,7.417179734980479e-05,0.9999258282026502,0.9998516619067559
volume_00104,volume,,,,,,-237.1260858800659,35.97471381272612,112.83558540291853,8550.16396804534,0.999175151202579,0.0031918469919120225,8.15516150544764e-05,8.15516150544764e-05,8.154496493088673e-05,0.999918455035069,0.9998369167197194
volume_00105,volume,,,,,,-237.1260858800659,35.97471381272612,145.50795316738007,8549.983267145035,0.9991540344321802,0.003360609844006295,8.586350192886672e-05,8.586350192886672e-05,8.585613002088105e-05,0.999914143869979,0.9998282951112331
volume_00106,volume,,,,,,-237.1260858800659,35.97471381272612,178.1803209318416,8549.764354952655,0.9991284522768275,0.003384970006102785,8.648590349353808e-05,8.648590349353808e-05,8.64784243288773e-05,0.9999135215756711,0.9998270506298602
volume_00107,volume,,,,,,-237.1260858800659,35.97471381272612,210.85268869630318,8549.516129615318,0.9990994445771048,0.0032562824735683322,8.319794008484302e-05,8.319794008484302e-05,8.319101876344834e-05,0.9999168089812366,0.9998336248832188
volume_00108,volume,,,,,,-237.1260858800659,35.97471381272612,243.52505646076474,8549.247435010102,0.9990680448315796,0.0030090160040240773,7.68802876437174e-05,7.68802876437174e-05,7.687437751946127e-05,0.9999231256224806,0.9998462571546312
volume_00109,volume,,,,,,-237.1260858800659,35.97471381272612,276.1974242252263,8548.966139583632,0.9990351725496766,0.0027047986616842356,6.910754175136716e-05,6.910754175136716e-05,6.910276622906485e-05,0.9999308972337709,0.9998617992427342
volume_00110,volume,,,,,,-237.1260858800659,133.42835296340772,-50.52625341938926,8549.440479329165,0.9990906040582108,0.001318101097688209,3.367745183084718e-05,3.367745183084718e-05,3.367631769828006e-05,0.9999663236823018,0.9999326484986979
volume_00111,volume,,,,,,-237.1260858800659,133.42835296340772,-17.85388565492771,8549.527069596756,0.9991007230271611,0.0015740052905653633,4.0215797898571033e-05,4.0215797898571033e-05,4.021418065320923e-05,0.9999597858193469,0.999919573255874
volume_00112,volume,,,,,,-237.1260858800659,133.42835296340772,14.818482109533846,8549.57843946506,0.9991067261279346,0.0019103717081974645,4.880995190328858e-05,4.880995190328858e-05,4.880756960816349e-05,0.9999511924303918,0.9999023872429624
volume_00113,volume,,,,,,-237.1260858800659,133.42835296340772,47.4908498739954,8549.590937586523,0.9991081866627792,0.002349104572807137,6.001956620405514e-05,6.001956620405514e-05,6.001596407192622e-05,0.999939984035928,0.999879971673772
volume_00114,volume,,,,,,-237.1260858800659,133.42835296340772,80.16321763845696,8549.562370163503,0.9991048482637355,0.0029067769735911866,7.42680828373675e-05,7.42680828373675e-05,7.426256749885278e-05,0.9999257374325011,0.9998514803799312
volume_00115,volume,,,,,,-237.1260858800659,133.42835296340772,112.83558540291853,8549.492062465733,0.9990966320815883,0.0035661649217010637,9.111542929604134e-05,9.111542929604134e-05,9.110712803095888e-05,0.9999088928719692,0.999817794044447
