object_id,observer_count,visible_signature_key,persistence,overlap_agreement,observer_ids_json,spatial_embedding_available,claim_boundary
neutral_object_05f0e80f45f8,1045,0:0:2:0:0:2,32.0,0.741953125,"[284,295,378,433,509,516,604,620,666,751,975,1064,1217,1223,1269,1338,1395,1408,1413,1505,1516,1715,1812,1924,1945,1992,2009,2068,2144,2487,2678,2741,2796,2864,2911,2930,3089,3144,3193,3199,3220,3275,3288,3309,3404,3431,3451,3488,3548,3551,3646,3809,3919,3953,4008,4021,4171,4420,4459,4631,4692,4818,5041,5276,5501,5523,5743,5759,5809,5955,6131,6154,6288,6549,6734,6742,6750,6949,6955,7083,7227,7232,7415,7504,7811,7826,7848,7962,7970,8172,8255,8358,8424,8461,8571,8586,8649,8925,9061,9102,9282,9296,9428,9434,9563,9618,9644,9746,9845,9979,9993,10068,10285,10347,10398,10551,10576,10790,10809,10870,11042,11065,11106,11339,11360,11472,11483,11661,11949,12469,12504,12573,12645,12669,12958,12991,13077,13101,13111,13140,13191,13602,13721,13745,13758,13847,13922,13926,14054,14100,14153,14156,14181,14288,14321,14499,14530,14851,14873,14974,15366,15397,15599,15701,15743,15771,15995,16221,16228,16305,16350,16544,16820,16832,17004,17186,17205,17210,17239,17316,17349,17482,17597,17604,18111,18190,18386,18574,18713,18776,18800,18823,18996,19187,19386,19474,19503,19516,19609,19685,19893,19941,20346,20756,20757,20846,21007,21079,21393,21473,21787,22004,22531,22716,23402,23604,23831,23857,24441,24968,25169,25402,25457,26615,26798,27348,27519,27663,27725,27982,28012,28040,28073,28469,28506,28533,28714,28766,28956,29060,29437,29567,29670,29876,29943,29944,30158,30197,30730,30765,30768,30823,30841,31306,31418,31731,31767,31861,31950,32382,32670,33135,33245,33369,33524,33550,33959,34009,34242,34367,34683,34699,34888,35060,35110,35130,35321,35509,35563,35812,35850,35856,35974,36295,36426,36707,36890,36940,36958,37160,37538,37555,37580,37659,37722,37883,37934,37938,37957,38023,38184,38210,38781,39560,39603,39745,39842,39992,40042,40103,40355,40541,40602,40787,41154,41218,41420,41531,41755,41761,41918,42389,42552,42665,42705,42748,43044,43052,43106,43113,43211,43233,43287,43311,43442,43459,43466,43619,43796,43851,43915,43996,44219,44285,44320,44408,44437,44718,44725,44758,44814,44991,45010,45026,45095,45240,45261,45283,45395,45421,45498,45705,45795,45901,45945,46310,46408,46600,46603,46612,46613,46727,46888,46947,47121,47306,47409,47469,47476,47512,47679,47714,47741,47842,47857,48145,48207,48374,48437,48645,48653,48693,48718,48773,48817,48895,48909,48958,49022,49031,49091,49133,49199,49251,49263,49293,49379,49583,49663,49709,49759,50040,50136,50514,50691,50714,50728,50747,50772,50858,50873,50993,50995,51124,51168,51305,51316,51525,51549,51612,51627,51658,51679,51839,51870,51894,51977,52014,52059,52110,52179,52253,52354,52532,52703,52831,52921,52926,52986,53002,53108,53136,53473,53491,53543,53591,53672,53721,53763,53887,53918,53920,53998,54006,54261,54277,54417,54429,54441,54617,54640,54672,54692,54727,54763,54845,54881,54960,54993,55428,55533,55703,55735,55766,56091,56101,56164,56180,56313,56468,56484,56544,56696,56725,56789,56817,56920,57050,57169,57332,57359,57847,57909,57976,57977,58168,58196,58318,58346,58405,58490,58622,58745,58903,58975,59198,59465,59505,59506,59547,59803,59833,59960,60146,60205,60231,60327,60343,60413,60447,60526,60642,60645,60992,60998,61198,61752,61773,61913,61921,61939,62061,62095,62208,62316,62318,62417,62493,62506,62612,62883,63436,63449,63478,63480,63545,63569,63957,64046,64066,64090,64684,64839,64908,64974,65077,65108,65243,65433,65620,65692,65900,65927,65954,66020,66148,66407,66439,66599,66650,66835,66925,66967,66976,67156,67325,67487,67558,67890,68381,68385,68427,68492,68618,68623,68707,68806,68936,68953,69140,69397,69707,69972,70215,70216,70493,70736,70773,70876,71011,71083,71214,71281,71287,71306,71431,71528,71693,71741,72140,72160,72278,72667,72730,72898,72916,72945,73027,73044,73149,73178,73222,73405,73759,73885,74014,74047,74173,74188,74295,74303,74309,74550,74961,75057,75207,75374,75420,75434,75673,75715,76082,76361,76425,76437,76450,76552,76565,76597,76649,76675,76683,77056,77485,77737,77739,77899,78508,78816,78937,80967,81541,81810,81840,82245,82544,82674,83127,83302,83339,83431,83740,84020,84265,84535,84634,84832,85289,85330,85963,86057,86174,86187,86196,86234,86259,86453,86539,86599,86674,86818,86826,86869,86916,86976,87200,87271,87385,87427,87436,87572,87683,87762,87851,87889,88088,88137,88144,88461,88521,89495,89579,89854,89952,90680,90913,90924,91068,91158,91411,91700,92259,92738,93437,94232,94467,94986,94997,95071,95198,95299,95369,95454,95596,95838,96291,96312,96317,96511,96585,96599,96694,96713,96783,97428,97516,97804,97964,98196,98207,98235,98302,98379,98573,98593,98607,98756,98783,98924,98958,99164,99168,99196,99209,99430,99696,99767,99922,99992,100115,100144,100276,100443,100647,100765,101049,101088,101232,101306,101341,101342,101465,101604,101671,101833,101931,102158,102184,102343,102379,102383,102631,102752,102841,102897,102938,103494,103503,103522,103672,104168,104205,104356,104947,105038,105151,105176,105208,105635,106402,106485,106567,107268,107376,107565,107643,107688,107787,108120,108162,108395,108474,108543,108734,108795,108920,108973,109137,109282,109806,110165,110324,110364,110430,110570,110615,111028,111081,111152,111369,111405,112021,112311,112358,112667,112911,113032,113095,113099,113181,113419,113616,113658,113891,113902,114245,114533,114766,114936,115117,115270,115291,115320,115376,115615,115693,115720,115753,115841,116047,116189,116312,116341,116541,116563,116604,116713,117006,117080,117155,117473,117485,117502,117536,117617,117680,117706,117713,117934,118271,118323,118700,118773,118777,118815,118933,119065,119238,119247,119342,119475,119649,119666,119726,119738,119865,119986,120093,120236,120429,120590,120679,120768,120806,121156,121195,121517,121727,121755,121983,122431,122520,122548,122549,122758,122786,123019,123108,123217,123286,123293,123591,123663,123746,123768,123796,123879,123945,123970,124080,124157,124201,124345,124378,124777,124857,125050,125301,125355,125390,125445,125491,125555,125862,125957,126070,126074,126096,126181,126236,126293,126328,126430,126615,126718,126951,127081,127290,127349,127638,127667,127701,127909,127964,128171,128322,128358,128392,128447,128792,128824,128828,128940,129037,129074,129172,129211,129224,129263,129299,129326,129332,129358,129379,129427,129448,129465,129470,129515,129573,129587,129619,129696,129710,129774,129834,129837,129863,129884,129897,129906,129940,129960,129973,130045,130183,130185,130252,130437,130518,130539,130549,130554,130562,130588,130596,130628,130751,130759,130939,130953,130958,131016,131032,131069]",False,"Neutral-object candidate from observer-visible record/transition histories. No H3/S2/support coordinate is attached here; render as an audit/network row, not a neutral 3D point."
neutral_object_d3281b08acc8,937,8:0:2:0:0:2,32.0,0.7421484375,"[41,57,62,106,276,290,310,392,888,1049,1052,1310,1323,1366,1394,1455,1511,1536,1557,1562,1565,1566,1587,1682,1689,1748,1761,1837,1844,1854,2038,2049,2227,2341,2390,2475,2706,2746,3150,3285,3383,3390,3527,3573,3806,3933,3937,3959,4005,4110,4158,4187,4259,4281,4329,4330,4350,4437,4450,4514,4547,4555,4562,4619,4657,4825,4903,4992,4994,5035,5037,5310,5344,5386,5558,5687,5815,6123,6358,6465,6593,6618,6830,7119,7140,7159,7559,7630,7639,7873,8050,8051,8218,8235,8279,8400,8470,8635,8676,8704,8793,8828,8856,8897,8943,9430,9608,9748,9782,9789,9836,9868,9887,9930,9991,10114,10163,10273,10447,10485,10532,10553,10629,10972,11172,11184,11195,11383,11467,11493,11587,11648,11727,11795,11884,11906,12127,12371,12380,12460,12519,12619,12717,12757,12961,13048,13194,13436,13503,13565,14025,14035,14127,14175,14202,15189,15520,15673,15738,15992,16014,16047,16155,16158,16186,16614,16765,16967,16981,17214,17312,17639,17719,17833,17901,17922,17985,18056,18071,18072,18100,18234,18289,18595,18710,18791,18872,19316,19367,19448,19453,19573,19977,19981,20457,20541,20624,20731,20823,20909,20913,20978,21019,21511,21528,21624,21862,21964,22001,22099,22121,22228,22548,22614,22731,22749,22935,22952,22981,23101,23158,23328,23341,23430,23478,23533,23560,23650,23742,23883,23923,23966,24033,24082,24146,24172,24225,24478,24520,24692,24740,24962,25096,25107,25134,25580,25669,25967,26279,26306,26338,26343,26656,26929,26953,27144,27395,27482,27521,27628,27769,27968,28335,28489,28545,28734,28833,28839,28848,28866,28990,29305,29469,29493,30445,30948,31090,31181,31343,31450,31502,31558,31754,31759,31775,31879,31945,32398,32490,32797,33011,33148,33449,33645,33707,34088,34173,34180,34430,34440,34499,34567,34749,34763,35050,35195,35223,35362,35486,35739,36096,36216,36749,37167,37515,37679,37855,38154,38331,38471,38531,38666,38880,38901,38997,39356,39601,39711,39855,40465,40784,41008,41023,41042,41109,41330,41534,41544,41725,41803,42007,42025,42062,42448,42609,43353,43558,43809,43990,45477,45866,45955,45956,46486,46976,47570,47641,47985,48124,48464,48679,48689,48823,48855,48861,48967,49470,49552,49662,49684,49703,49794,49832,49881,50008,50011,50042,50075,50154,50315,50349,50404,50420,50530,50582,50690,51085,51218,51311,51384,51514,51617,51713,52090,52274,52287,52394,52418,52562,52636,53219,53384,53932,54000,54002,54119,54187,54358,55262,55300,55332,55811,55839,55965,56264,56287,56455,56620,56664,56863,56897,57064,57096,57251,57455,57489,57586,57832,57850,58016,58066,58083,58099,58261,58532,58583,58661,58763,58892,58895,58928,58988,59026,59105,59110,59230,59606,59745,59809,60059,60081,60092,60130,60356,60381,60706,60712,60758,61059,61126,61397,61466,61610,61711,61774,61777,61872,62048,62071,62079,62088,62152,62181,62186,62448,62641,62730,62787,62833,62857,62915,63121,63292,63844,63911,63988,64143,64276,64345,64358,64397,64774,65185,65245,65289,65295,65323,65473,65562,65595,65717,65798,66728,66783,66872,67074,67182,67249,67270,67416,67450,67911,67914,68091,68439,68464,68469,68483,68521,68690,68716,69168,69223,69514,69533,69545,69559,69614,69645,69647,69813,70020,70172,70227,70594,70838,70889,71016,71071,71337,71359,71570,71577,71748,71986,72078,72180,72187,72368,72652,72833,73154,73194,73204,73402,73407,73544,73688,73715,73821,74010,74103,74225,74858,74926,75047,75089,75370,75500,75582,76201,76467,76519,76593,76599,76698,76720,76737,77127,77255,77351,77353,77417,77432,77499,77591,77618,77950,78018,78027,78052,78100,78102,78116,78196,78265,78518,78573,78704,78715,78717,78783,78856,78992,79149,79173,79232,79250,79280,79538,79541,79639,79706,79806,79897,79975,80204,80234,80369,80540,80547,80602,80634,80703,80825,80847,80956,81068,81152,81167,81170,81513,81656,81761,81885,81996,82173,82642,83005,83072,83105,83252,83368,83374,83630,83655,83684,83917,84092,84116,84295,84330,84493,84632,84707,84955,84979,85042,85710,85745,85748,85848,86203,86420,86501,86509,86645,86697,86985,87365,87784,88017,88058,88165,88309,88709,88852,88876,88902,88941,89020,89189,89253,89296,89633,89661,89799,90007,90251,90355,90410,90566,90583,90588,90640,90772,90800,90982,91138,91144,91227,91397,91460,91486,91649,92007,92294,92308,92458,92505,92543,92630,92687,92750,92774,92867,92920,92968,93345,93351,93492,93636,93875,94013,94160,94217,94290,94358,94375,94623,94705,95089,95400,95843,95895,96123,96349,96726,96775,96791,96850,97170,97207,97518,97851,97915,98001,98014,98286,98306,98482,98484,98539,98564,98648,98786,99000,99407,99411,99432,99521,99632,99864,99873,99898,99958,100113,100265,100300,100419,100492,100838,101045,101143,101152,101411,101511,101644,101735,101805,101977,102274,102648,102763,103136,103277,103405,103421,103635,104012,104150,104383,104863,105143,105398,105469,105558,105775,105858,106590,106891,107228,107567,107581,107638,107842,107982,108191,108359,108424,108519,108718,108791,108801,108803,108903,109178,109515,109854,109945,110144,110414,110424,110556,110604,110701,111078,111304,111540,111637,111676,111680,111731,111746,112317,112338,112390,112516,112558,112756,112900,112994,113000,113383,113386,113491,113549,113565,113609,113671,113839,113863,114013,114210,114248,114274,114363,114617,114783,114829,114980,115237,115260,115326,115466,115559,115689,115703,115826,115864,115951,116224,116292,116669,116758,116865,117279,117389,117622,117673,117855,117978,118321,118523,118798,118878,118942,119198,119607,119763,119794,119809,119840,120179,120286,120983,121127,121328,121442,121894,122218,122264,122547,122629,122870,123344,123603,123697,123903,123939,124035,126100,126290,126354,126697,126737,126841,126875,127103,127417,127771,128055,128074,128118,128411,128502,128589,129041,129130,129457,129609,129633,130134,130540,130650,130841,130926]",False,"Neutral-object candidate from observer-visible record/transition histories. No H3/S2/support coordinate is attached here; render as an audit/network row, not a neutral 3D point."
neutral_object_5ee25bde04da,505,0:0:2:0:0:5,32.0,0.7416015625,"[88,300,308,457,588,669,1393,2666,3625,4070,4195,4250,4379,4413,4468,4483,4606,4790,4961,5194,5228,5249,5311,5599,5701,5747,6268,6519,6777,6896,6916,6933,8204,8437,8725,8898,8903,9568,10220,10233,11056,11099,11433,11488,11570,11577,11669,11962,12339,12483,12509,12644,13228,14043,14085,14365,14393,15072,15330,15588,16064,16297,16352,16485,18404,18459,18603,18726,18870,19222,19458,19847,20042,20166,20563,20581,20844,21081,21816,21843,21856,21966,22047,22225,22350,22583,22626,22822,22830,23400,24246,25232,25303,25489,25815,25931,25968,26150,26450,26452,27387,27569,28744,28829,29789,29936,29945,30010,30195,30235,30284,30310,30468,31386,31506,31532,31691,32602,32781,32961,33287,33290,33635,34361,34435,35934,35943,36651,36744,36795,36993,37050,37265,37744,38527,38812,39239,39252,39495,39707,40875,41068,41414,41591,41857,42234,42844,42993,43001,43493,43544,43577,43909,44420,45052,45339,45381,45428,46501,46601,46684,46851,47122,47294,47499,47965,48281,48335,48441,48582,48854,48904,48994,49606,49891,50038,50303,50538,50824,50913,50970,51631,52099,52181,52188,52567,52944,53696,53842,54731,54732,55005,55503,55615,55807,56257,56562,56683,57036,57160,57171,57382,57422,57943,58225,58295,58603,59120,59350,59362,59445,59624,59684,59823,60199,60374,60808,60810,60818,60971,61193,61259,61420,61562,61653,61670,61742,61795,61814,62191,62382,62608,62668,62830,63178,63656,63948,64415,64703,64931,65127,65135,66068,66869,67163,67435,67540,68229,68373,68395,68861,69063,69130,69204,70053,70612,70742,70974,71242,71456,71705,72066,72194,72862,73061,73294,73334,73591,74022,74677,74747,75120,75169,75630,75863,75897,76253,76562,76706,76733,76966,76975,76994,77430,77482,77671,77748,79637,80272,80505,81060,81523,81581,81732,82077,82130,82205,82362,82507,82664,82954,83151,83742,83857,83900,84174,84800,84942,85199,85214,86157,86518,86620,87060,87175,87268,87501,87511,87528,87706,87817,87840,88007,88022,88111,88282,88440,88865,89242,89316,89759,89825,89936,89942,90257,90923,91127,91915,92432,92615,93218,93289,93329,93724,94093,94703,94714,95612,95897,96167,96443,97599,98209,98561,98668,99180,99429,99717,100327,100353,100440,100874,102382,102416,102613,102793,102976,102990,103101,103256,103913,104180,104286,104501,104546,104679,104819,104876,104991,105273,105798,105809,105984,106131,106313,106442,106763,106822,107099,107274,107367,107429,107600,107928,108028,108090,108117,108250,108409,108416,108440,108895,108997,109070,109153,109204,109347,109408,109516,109629,109680,109749,109869,109984,109991,110423,110649,110830,112054,112801,113255,113507,113946,113973,114153,114780,115047,115353,115479,115895,115904,115975,116127,116365,116534,116717,116751,116767,116806,116884,117272,117352,117377,117487,117521,117583,117704,117720,117818,117907,117971,118042,118097,118303,118606,118684,118826,118972,119038,119215,119246,119404,119513,119637,120034,120480,121383,121437,121627,121659,123180,123230,123523,124052,124128,124178,124266,124429,124450,124628,124772,125135,125279,125321,125368,125381,125432,125465,125501,125933,125986,126185,126253,126689,126829,126833,126926,127066,127178,127233,127384,127600,127672,129708,130793]",False,"Neutral-object candidate from observer-visible record/transition histories. No H3/S2/support coordinate is attached here; render as an audit/network row, not a neutral 3D point."
neutral_object_743e53d6bea7,472,8:0:2:0:0:5,32.0,0.7426171875,"[185,292,483,1211,1311,4089,5286,5448,5464,5535,5645,5879,6058,6236,6433,6935,7024,7312,7349,7540,7634,7744,7867,7956,8294,8374,8756,9318,10245,10376,10481,10563,10600,10687,10799,10999,11180,11332,11355,11692,12058,12062,12301,12353,12673,13208,13322,13521,13595,13682,13844,14289,14637,14760,14815,15221,15420,16057,16438,16892,17284,18209,18779,18952,19326,19463,19497,19558,19939,20107,20544,20837,20987,21212,21364,21373,21408,21704,22217,22261,22481,22494,22932,23015,23016,23050,23262,23440,23451,23466,23554,23597,23846,23896,23948,24016,24367,24482,24557,24564,24613,24653,24657,24790,24791,24859,24977,25019,25078,25133,25173,25456,25493,25676,25689,25694,25784,25832,26077,26141,26209,26210,26482,26632,26681,26730,26973,27145,27236,27291,27554,27813,27816,27931,27964,28225,28576,28687,28707,28979,29022,29818,29993,30724,30802,30868,30970,31042,31067,31099,31124,31501,31661,32029,32073,32111,32666,32694,32908,33009,33060,33386,34517,35504,35572,35593,35806,35949,36401,38025,38088,38166,38211,38769,38965,39523,39687,39854,40096,41175,41182,41282,41353,42556,43060,43455,43799,44247,44697,44713,44857,45074,45572,45972,47170,47359,47906,48678,49025,49244,49288,49377,49554,50197,50461,51561,52882,53177,53192,53479,54759,54903,55219,55252,55485,55513,55575,55685,55778,55958,56066,56155,56418,56560,56676,56873,56998,57559,57648,57883,58159,58637,58769,59204,59247,59736,60470,60938,61114,61323,61700,61909,61932,62064,62686,62956,62965,63045,63477,64077,64370,64699,65069,66026,66205,66493,66522,66926,67466,67480,67633,68232,68550,68553,68651,68811,68937,69382,69444,69754,69759,69976,70430,71682,71756,71938,72232,72338,73158,73302,73702,74001,74149,74611,74886,75143,75329,75758,75784,75820,75908,76012,76660,76668,76715,76884,78224,78546,78566,78612,79015,79732,79871,80109,80190,80342,80730,80953,81628,81752,82005,82336,82382,82460,82541,82670,83215,83249,83618,84744,85775,86276,86990,87352,87435,87633,87753,88627,88685,90049,90337,90495,90803,90934,91291,91600,91934,92176,92181,92469,92937,92997,93019,93169,93442,93840,93951,94100,94371,94760,94910,95019,95552,95570,95594,95744,96024,96042,96885,97000,97163,97167,97485,98040,98176,98227,98335,98371,98738,98748,98892,99640,99824,99969,100356,100446,100590,100733,100805,100839,100872,100894,101216,101332,101387,101610,101731,102024,102076,102086,102309,102330,102347,102552,103118,103361,103423,103426,103545,103916,103951,104462,105171,105222,105654,105766,106321,107281,107617,107999,108848,109276,110002,110038,111216,111222,111245,111259,111661,111867,112285,112429,112836,113117,113494,114891,115090,115616,116687,117021,118079,118686,119676,119712,119931,120320,120930,120932,121261,121396,121763,121775,121780,122010,122030,122154,122332,122462,122606,122824,122939,123178,123317,123360,123439,123449,123638,123872,124071,124155,124592,124709,124753,124859,124893,125270,125359,125367,126351,127004,130115,130923]",False,"Neutral-object candidate from observer-visible record/transition histories. No H3/S2/support coordinate is attached here; render as an audit/network row, not a neutral 3D point."
neutral_object_70459d0dd27e,403,0:0:2:0:0:3,32.0,0.7415234375,"[893,2399,3085,3198,3399,5012,5519,7012,7337,7742,8968,9440,10479,11457,11466,11548,11877,12254,12398,12434,12597,12735,13008,13618,13655,14424,14482,14802,15602,16487,16542,16589,16719,16743,16822,16887,17061,17771,18283,18297,18381,19034,19123,20533,20562,20965,22067,22735,24881,25217,27234,27862,28293,28418,28431,28449,28699,29498,29525,29740,29974,30015,30601,30689,30837,30960,31095,31358,31438,31588,31771,31825,31959,32774,33081,33211,33254,33501,33522,33774,33928,33988,34529,34630,34707,35125,35447,35713,35861,35887,36533,36693,36871,37229,37680,37769,37873,38017,38701,39269,39370,39758,39916,40267,40552,40866,41332,41444,41816,42097,42803,42909,43059,43090,43318,43334,43364,43424,43436,43450,43741,44071,44140,44178,44448,44449,45104,45420,45813,46260,46397,46491,46536,46733,47019,47146,47329,47432,47550,47748,47887,48411,48541,48913,49345,49375,49699,49924,50094,50193,50405,50510,50877,51081,51147,52330,52395,52877,52880,52998,53005,53032,54008,54055,54197,54451,55095,55504,55527,55664,55671,55881,56815,61537,62743,62817,63031,63709,64037,64395,64662,64827,64895,65211,65441,65588,66171,67448,68378,68411,68662,68723,68752,68920,69440,69673,70949,71228,71648,72193,72316,72585,72963,73323,73413,73523,73557,73662,73934,73950,74594,74866,74971,75465,75789,75871,75960,76152,76157,76337,76865,76920,77386,77451,77828,78133,78205,78303,79360,80221,80347,81101,81632,81776,81788,81962,82215,82661,83210,83271,84163,84303,84375,84468,84504,84519,84546,85012,85095,85104,85389,86200,86315,86394,86730,87158,87302,87573,88200,88358,88730,89218,89600,89764,89776,89917,89950,90260,90984,91014,91565,91768,91798,92408,92641,92912,92946,94748,94796,95070,96431,96482,96808,97003,97021,97093,97271,97935,98190,98567,98744,98785,99162,99539,99642,100019,100054,100088,100271,100287,100308,100580,100654,101417,101481,101546,101562,101641,101939,102146,102300,102376,102404,102405,102650,102678,102874,102965,103054,103213,103259,103460,103882,103990,104378,104600,104762,104851,105066,105427,105532,105534,105626,105649,105712,106293,106377,106493,106916,107242,107569,107596,107680,107725,108434,108894,109212,109320,109422,109777,110218,110273,110546,110684,110729,111052,111672,111677,112755,112837,112892,113420,114069,114901,115010,115189,115543,115627,115833,115865,115899,116009,116401,116490,116929,117395,117621,117854,117974,118063,118171,118752,119139,119283,119516,121578,121589,122272,122806,123275,123503,123813,124076,124085,127996,129027,129116,129798,130633,130644,130659,130701,130971]",False,"Neutral-object candidate from observer-visible record/transition histories. No H3/S2/support coordinate is attached here; render as an audit/network row, not a neutral 3D point."
neutral_object_646771d90b0e,373,0:0:2:0:0:13,32.0,0.742265625,"[2260,2279,3951,4349,5176,5786,6695,6862,7212,7411,11738,11869,12478,12578,12932,13199,13407,13873,14918,15150,15473,15586,15790,16203,16395,16520,16633,16716,16860,16986,17012,17264,17298,17471,17678,17822,18107,18251,18352,18429,18602,18940,19183,19204,19805,19949,20143,20525,21157,21167,21193,21221,21258,21976,22291,22386,23949,25448,25472,26067,26203,26465,27219,27492,27565,27853,27912,27967,27973,28203,28261,28399,28405,28593,29025,29132,29475,29491,29570,30293,30334,30606,31488,31906,32041,32428,34303,34308,34340,34543,34984,35111,35114,35989,36983,37568,37887,37928,38078,38120,38455,38481,38599,38682,38720,40116,40699,40895,41088,41391,41602,41644,41733,42984,43745,44042,44288,45431,45507,45952,46564,49036,50379,50549,50782,50900,51871,53043,53220,54085,54162,54272,55025,55054,55526,55560,55635,55779,56187,56821,56910,57054,57143,57267,57327,57356,57576,57627,57745,58499,58554,58849,59261,59262,59308,59385,59452,59783,60105,60571,60672,61056,61206,61217,61767,62060,62564,62832,63131,63364,63442,63839,63945,64717,66613,66829,67076,67364,67741,67898,69334,69365,69831,69889,71541,72197,72238,72695,72703,72813,72816,72991,73138,73143,73216,73682,74168,74269,74646,74654,74790,74965,75006,75112,76251,77759,78657,78947,79267,79364,82270,82325,82408,82990,83147,83226,83450,83573,83717,83768,84289,84382,84674,84763,85051,85280,85314,85517,86322,86638,86810,87021,87203,87350,87714,88067,88091,88379,88385,88474,89170,89287,89332,89465,89780,89858,90235,90246,90651,90884,90989,91205,91373,91638,91871,92026,92588,92656,93002,93410,93522,93542,93597,93700,93712,93792,93821,93988,94580,94598,94728,95117,95283,95364,95924,95956,96193,96680,97075,97219,97237,97411,97447,97561,97640,97824,98211,99148,99351,99375,99553,100160,100281,100358,100834,100859,101092,101355,101815,101876,101886,102079,102808,103035,103090,103245,103329,103467,103474,103850,103905,103981,104125,104677,104735,105112,105489,105537,106375,107595,107862,107883,108061,108328,109063,109264,109480,110813,111449,111523,112277,113190,113711,114537,115998,116231,117460,118241,118651,119317,119452,120193,120249,120748,120892,121369,121469,121556,121613,122488,123453,123576,123976,124319,124353,124597,124641,124785,124984,125071,125081,125196,125251,125573,125699,125717,126000,126636,127047,128228,129947,130214,130745]",False,"Neutral-object candidate from observer-visible record/transition histories. No H3/S2/support coordinate is attached here; render as an audit/network row, not a neutral 3D point."
neutral_object_35f097007c5f,370,8:0:2:0:0:3,32.0,0.7423828125,"[480,938,1108,1800,1806,2221,2619,2742,2810,4147,5430,5766,5773,6150,6650,6666,7619,8127,8302,8498,8642,8910,9863,9915,10041,10080,10614,10715,10740,10884,11135,11307,11469,11800,11935,12264,12730,12732,12921,12989,13011,13065,13277,13442,13683,13853,13869,14128,14154,14416,14505,14615,14738,14793,14925,15014,15411,15634,16666,17143,17198,17952,18127,18504,18715,19408,19579,19589,19678,19871,20049,22292,22417,22669,22875,22985,23361,23537,23827,23899,24281,24483,24722,25280,25421,25836,26089,26178,26302,26356,26624,26743,27122,27588,27611,27831,28627,29418,29719,30028,30773,30981,31680,32882,33096,33115,33363,33725,33989,34320,34470,34494,34547,34735,34905,35625,36144,37495,37550,38371,39105,39125,39688,39719,39777,40332,40675,40702,40907,40908,40950,41319,41662,41800,41894,41910,42039,42127,42516,42737,43274,44099,44458,44567,44782,44926,45000,45500,45931,45996,46018,46196,46771,47005,47526,47766,48280,49733,49879,50013,50808,51150,51152,51185,51317,51953,52029,52372,52508,53000,53576,53710,53727,54104,54186,54424,54652,55091,57320,57553,57672,57718,57930,58011,58059,58074,58338,58426,58715,58948,59055,60112,60359,61308,64651,66170,67237,67381,68220,69247,69449,69593,69728,70074,70179,70482,70506,70755,70948,71008,71096,71187,71276,71473,71966,72312,72457,72545,72834,74581,74808,75430,75672,76117,76418,76659,76883,77413,77864,78480,80172,80791,82621,83296,83330,83375,83860,84326,84540,84852,85414,86171,86349,86438,86582,86771,87621,88455,88752,88786,88832,89132,89134,89744,89963,91286,92534,92739,92767,93288,93450,93683,93738,94500,95487,96034,96753,98428,101880,101929,101930,102122,102162,102345,102378,102494,102524,102621,102684,102819,102871,104032,104959,105177,105248,105485,105633,105644,105717,105838,106037,106184,107060,107166,107329,107508,107589,107867,108113,108189,108809,109144,110362,110930,111156,111501,111545,112351,112406,112587,113338,113448,113535,113710,113718,113859,114061,114578,114993,115001,116024,116535,116912,117522,118276,118708,119407,119515,119586,119857,119922,120175,120400,121553,121614,121632,121984,122160,122215,122351,122361,122797,122825,122859,123085,123393,123668,123729,123770,123800,124003,124055,124511,124579,125008,125419,125872,126091,126338,126406,128205,128239,128603,128730,128746,129713,130241,130440,130583,130665]",False,"Neutral-object candidate from observer-visible record/transition histories. No H3/S2/support coordinate is attached here; render as an audit/network row, not a neutral 3D point."
