object_id,record_family_id,observer_count,support_size,h3_compactness,h3_compactness_normalized,h3_x,h3_y,h3_z
observer_mixture_cluster_000000_component_000,,99,0,1.154786035004847,0.467742117461509,-0.6065522197722605,0.8420803295268673,-0.7989608758565592
observer_mixture_cluster_000000_component_001,,23,0,0.5906703433741276,0.23924899397520982,0.2707695870775498,-0.05848173341916728,2.930236980084323
observer_mixture_cluster_000000_component_002,,13,0,0.22339082973089963,0.0904836883651575,-1.6380099751965982,1.7606002523873525,1.4078177104548322
observer_mixture_cluster_000000_component_003,,10,0,0.12693448013869252,0.0514143752341954,0.7558492868115454,-3.500309133595205,0.07520478724654395
observer_mixture_cluster_000000_component_004,,8,0,0.3466634740005152,0.14041484955685596,0.43210177586525184,-1.305953339974388,2.7066502028955823
observer_mixture_cluster_000000_component_005,,5,0,0.20335497994735402,0.08236823622180263,0.26356701110955205,2.5772882364649474,1.5391414849335212
observer_mixture_cluster_000006_component_000,,21,0,0.7087381794046255,0.2870719654651374,-0.9186043561233566,0.6425096112718348,-1.2749774097242172
observer_mixture_cluster_000006_component_001,,19,0,0.5234822913981828,0.2120347042741654,-1.3189198388385375,1.8562251966837975,0.07655222486539719
observer_mixture_cluster_000006_component_002,,16,0,0.6443841152430143,0.2610055727951919,-1.5619745563067393,-0.8070748894219653,-0.9102104363341177
observer_mixture_cluster_000006_component_003,,9,0,0.4885489450125038,0.19788507229633734,0.04077667625200531,1.1729217937628453,-0.3176468339438978
observer_mixture_cluster_000006_component_004,,9,0,0.2738317547302013,0.11091461180093623,0.6756439486887218,-0.21702374953027906,2.9825923872027897
observer_mixture_cluster_000006_component_005,,6,0,0.33866082067613074,0.13717340231226552,2.361727476741985,-0.8953410964242865,2.142080159435108
observer_mixture_cluster_000006_component_006,,5,0,0.06962637860280423,0.028201925527022553,2.8966943878518316,-2.1493952969590016,0.12012389003242026
observer_mixture_cluster_000013_component_000,,35,0,0.6873193472889989,0.2783963410779117,0.12181479531643016,0.5910836807708283,-0.7906134386354982
observer_mixture_cluster_000013_component_001,,13,0,0.2952947466441952,0.11960812296282745,0.5440848253987893,-0.11302975861999448,2.995070963772172
observer_mixture_cluster_000013_component_002,,12,0,0.4715250402544307,0.19098959814127384,-1.5606439687592075,-0.8100242826952982,-1.011580052570877
observer_mixture_cluster_000013_component_003,,11,0,0.4637154810037157,0.18782636298805758,1.9451142710975444,-1.0055987531125439,2.38026096494341
observer_mixture_cluster_000013_component_004,,10,0,5.960464477539061e-08,2.414265665904529e-08,0.6777874833786647,-3.5156494240569858,0.07730220133781682
observer_mixture_cluster_000013_component_005,,8,0,0.4353854345370703,0.1763513749639462,-0.7629789383551864,1.8153857145120365,-0.4808414840263829
observer_mixture_cluster_000019_component_000,,19,0,0.7247939893672616,0.29357531614815074,0.4288510732726806,0.06310739598177996,2.9393282991934964
observer_mixture_cluster_000019_component_001,,16,0,0.4349961395306207,0.17619369235858534,-0.9319063530258883,0.7437638187927761,-1.3965615169413865
observer_mixture_cluster_000019_component_002,,7,0,0.28609377594608665,0.11588130138153206,0.5152834978551409,0.8070251562986236,-0.6327581967270695
