charge_conservation_pass,contact_event,contact_outcome,cycle,h3_separation,left_h3_spatial_point,left_velocity,mode,relative_speed,right_h3_spatial_point,right_velocity,step,stress_kernel,support_overlap_fraction,support_overlap_node_count,tangent_separation
True,,scatter,71,0.3275557001127311,"[0.6500178987011468, -1.1428588086923266, 0.10326856406390045]","[0.01829821616795328, -0.012572566849586379, 0.08233201050083913]",free_two_defect_dynamics,0.15728497155918586,"[0.8681272413867784, -1.0241853592661738, 0.08131667671525775]","[0.018299572136243378, -0.035192413408056504, -0.07331793269929994]",71,0.9031035487522548,0.0,0,0.24927285917970982
True,,scatter,72,0.31498482285476415,"[0.6757539048970579, -1.1425339361442681, 0.1516935702670504]","[0.04175606553047749, 0.0005270980781757892, 0.07856843509206826]",free_two_defect_dynamics,0.16324318463166304,"[0.8647568410302369, -1.0552514604685077, 0.03625043058373999]","[-0.005232719098447748, -0.048231712520516994, -0.06996765424915719]",72,0.9097397697101055,0.0,0,0.2380492783584789
True,,scatter,73,0.3152824399841361,"[0.7119593701852415, -1.13682619406055, 0.18910066819830307]","[0.06425722286848547, 0.010130063299283397, 0.0663898726200394]",free_two_defect_dynamics,0.16850506479679245,"[0.8480439891751078, -1.0904937405848953, 0.0013023650130531486]","[-0.02748424790558262, -0.05795585169263166, -0.05747201652305317]",73,0.909584551407726,0.0,0,0.23650353580855793
True,,scatter,74,0.3274324717224418,"[0.756901781395987, -1.1289147299493292, 0.21409647298148018]","[0.08040423715910511, 0.014154007752086199, 0.04471875365887675]",free_two_defect_dynamics,0.16640947811247594,"[0.8211174351614664, -1.1291069542343348, -0.02086026721307829]","[-0.043497549236773375, -0.062376350165552125, -0.03580184029431566]",74,0.9031693828652122,0.0,0,0.24357413019768115
True,,scatter,75,0.3500781485730456,"[0.808602950780736, -1.1201234266060243, 0.22510531233042338]","[0.08854423288047232, 0.015056123871389285, 0.018853910784928485]",free_two_defect_dynamics,0.1627402871159358,"[0.7875129991695601, -1.170345504391735, -0.027311339729862823]","[-0.05133854275376254, -0.06300141656502684, -0.009855504264089791]",75,0.8908251784926329,0.0,0,0.2582270500807367
True,,scatter,76,0.3824187309516026,"[0.8647754992471922, -1.1131421062488462, 0.220280739862878]","[0.08519551579060039, 0.010588396022024429, -0.007317309808137148]",free_two_defect_dynamics,0.15210890426437387,"[0.7520691046411769, -1.2131033843838865, -0.015358742778649915]","[-0.048339640532231054, -0.05831471333054897, 0.01630137567375921]",76,0.8724145340450926,0.0,0,0.2796800927685856
True,,scatter,77,0.4221899196521608,"[0.9221678070906015, -1.113174456388156, 0.19809930299412715]","[0.074906658335733, -4.2222397451099555e-05, -0.02895052273305566]",free_two_defect_dynamics,0.13978079906050062,"[0.7196709123233448, -1.2541133033703211, 0.017113366283580657]","[-0.037973324263064386, -0.048066970416023695, 0.03805996071722139]",77,0.8487204020580816,0.0,0,0.3059814704619179
True,,scatter,78,0.46586564234166583,"[0.9753001845215499, -1.1244206637690997, 0.1583261104524632]","[0.05733489694720667, -0.01213572914314458, -0.04291906377803899]",free_two_defect_dynamics,0.12540923893917047,"[0.699052928490705, -1.2901964391040908, 0.06946941629192493]","[-0.02061798383263983, -0.036083135733769596, 0.05235605000834428]",78,0.8216718941703649,0.0,0,0.33420003927233166
True,,scatter,79,0.49984785947959565,"[1.011526470637524, -1.147666870524218, 0.10904804892933152]","[0.0362262861159741, -0.02324620675511822, -0.049278061523131675]",free_two_defect_dynamics,0.11388540294737154,"[0.6993236628893608, -1.31483401934286, 0.1282429507080362]","[0.0002707343986558126, -0.02463758023876935, 0.05877353441611128]",79,0.8000973669681125,0.0,0,0.3546602501892265
True,,scatter,80,0.515918427842931,"[1.026914597790223, -1.182899757578057, 0.059945610308759126]","[0.015388127152698954, -0.0352328870538393, -0.0491024386205724]",free_two_defect_dynamics,0.10982478394805943,"[0.7205199463620195, -1.327686830124471, 0.18650382367689872]","[0.02119628347265881, -0.012852810781610977, 0.0582608729688625]",80,0.7897822245739555,0.0,0,0.3617429476455711
True,,scatter,81,0.5124880934459827,"[1.0228280890657901, -1.2288075254455406, 0.01920640197755947]","[-0.004086508724432943, -0.045907767867483566, -0.04073920833119966]",free_two_defect_dynamics,0.11008823953902117,"[0.7613689529118143, -1.330222241972934, 0.23642363963561666]","[0.04084900654979469, -0.00253541184846278, 0.04991981595871795]",81,0.7919888453346983,0.0,0,0.354724051824107
True,,scatter,82,0.4914881677290883,"[1.0011184137114955, -1.2802655718493363, -0.006536266696519778]","[-0.02170967535429469, -0.05145804640379574, -0.025742668674079247]",free_two_defect_dynamics,0.11457973899513191,"[0.8198079909045242, -1.3268346102296664, 0.27148106903383484]","[0.058439037992709886, 0.003387631743267579, 0.03505742939821817]",82,0.8054379179577913,0.0,0,0.3351653080506932
True,,scatter,83,0.4585825123151167,"[0.9670031055948475, -1.3341132169484515, -0.0116395979462592]","[-0.03411530811664795, -0.05384764509911518, -0.005103331249739421]",free_two_defect_dynamics,0.12262334847549752,"[0.8908523460706295, -1.3207670661856983, 0.2860780149280801]","[0.07104435516610533, 0.006067544043968121, 0.014596945894245272]",83,0.8262428473009574,0.0,0,0.3075919942584533
True,,scatter,84,0.4254515538760157,"[0.9285796200655135, -1.3865434305479594, 0.0071744838115795646]","[-0.03919292138040322, -0.053480136204573904, 0.01919083646423772]",free_two_defect_dynamics,0.13295629642391887,"[0.9578247614940925, -1.315959086229527, 0.27766135812197573]","[0.07643966599099146, 0.005487638150980487, -0.009606439172776631]",84,0.8467335804295116,0.0,0,0.28107041312498304
True,,scatter,85,0.4027526671070558,"[0.8978499506146561, -1.426142092696283, 0.043385826023676625]","[-0.03732093684088064, -0.048092257268966966, 0.04397838440086051]",free_two_defect_dynamics,0.14452475186461078,"[1.0139738018217466, -1.3161083525467763, 0.2517597959461603]","[0.07433635952498484, -0.00019761539216453885, -0.0342913757194148]",85,0.8604299126518579,0.0,0,0.2627011308154416
True,,scatter,86,0.39177296860729066,"[0.878164193369679, -1.4528323545855177, 0.09071738076204056]","[-0.026811713392186534, -0.036351746251425024, 0.06446488515829882]",free_two_defect_dynamics,0.1516382917570117,"[1.0573365067904816, -1.324063264381886, 0.21438908030590378]","[0.06355681957270899, -0.011659533153787581, -0.05477434659492096]",86,0.8669372223938587,0.0,0,0.25294047868322894
True,,scatter,87,0.3929388958357725,"[0.8718818730913044, -1.4683256648171548, 0.14379343808170988]","[-0.009243031102329793, -0.022794945498403607, 0.07808956354604529]",free_two_defect_dynamics,0.15622672158899947,"[1.086992420195843, -1.340353861132524, 0.17021079006944878]","[0.04573182774548309, -0.02512142365295083, -0.06812651263063993]",87,0.8662501339748728,0.0,0,0.25168870952022393
True,,scatter,88,0.40607064759832606,"[0.8802010211415527, -1.4740482462858684, 0.19823651506721685]","[0.012329114563887744, -0.008480960081825285, 0.08068553766690535]",free_two_defect_dynamics,0.15495053081287732,"[1.102730669742239, -1.3660316458315498, 0.12374614040151632]","[0.023968111265316172, -0.03910523841287148, -0.07076199229538618]",88,0.8584476700027152,0.0,0,0.2583328209846539
True,,scatter,89,0.4309163659973711,"[0.9047659285629163, -1.4731807176953897, 0.24947934562118196]","[0.03481264228958359, 0.0012294352255549233, 0.07261978640430458]",free_two_defect_dynamics,0.14833597131031256,"[1.1038516419332685, -1.4010145889168235, 0.07896944914258933]","[0.0015743879156235015, -0.049132996596299036, -0.06288816277851977]",89,0.843391540381289,0.0,0,0.27187625164439616
True,,scatter,90,0.46580465189963144,"[0.9454958579068664, -1.4668381145530924, 0.2928200001789222]","[0.052484298161564254, 0.008173033437639565, 0.05584846016099641]",free_two_defect_dynamics,0.1389611830190515,"[1.0907287377241262, -1.4459570792967966, 0.04174674048186813]","[-0.01635405313026099, -0.05600832435919791, -0.0463877618389969]",90,0.8217102596976025,0.0,0,0.2908030067731309
True,,scatter,91,0.5083176239484916,"[1.001307420499035, -1.4573741429737352, 0.3226279846525993]","[0.0640148645702744, 0.01085500621755543, 0.034189225324843864]",free_two_defect_dynamics,0.12950596693212363,"[1.0648177826406813, -1.4997869069834933, 0.018856015869010957]","[-0.028118857529981764, -0.05841672955362391, -0.024841269728348624]",91,0.7946682169449273,0.0,0,0.31322486757754053
True,,scatter,92,0.552810223674445,"[1.0690320272079887, -1.4510896986253918, 0.3336913738497743]","[0.06901668178912311, 0.0064043413005708425, 0.011274460625693174]",free_two_defect_dynamics,0.1195131532995028,"[1.031747490432556, -1.554119740068956, 0.016991252800886907]","[-0.0330702922081252, -0.05433283308546259, -0.0018647630681240487]",92,0.7659318750750749,0.0,0,0.33511832655765195
True,,scatter,93,0.5878356247598012,"[1.1367269695757671, -1.451857750008217, 0.3231405132012131]","[0.06769494236777836, -0.0007680513828252807, -0.010550860648561216]",free_two_defect_dynamics,0.11357668584666626,"[1.000369359063311, -1.6013125694324568, 0.03691873885380521]","[-0.031378131369245235, -0.04719282936350085, 0.0199274860529183]",93,0.7431901182508138,0.0,0,0.35050398728741633
True,,scatter,94,0.6059811390093279,"[1.1950768876839215, -1.4628883339982708, 0.2950973325908709]","[0.058349918108154444, -0.011030583990053789, -0.02804318061034221]",free_two_defect_dynamics,0.10719114925226836,"[0.9781348738703627, -1.6384695611141582, 0.07455285450143266]","[-0.022234485192948256, -0.037156991681701446, 0.037634115647627454]",94,0.731414854153053,0.0,0,0.35571403049183464
True,,scatter,95,0.6043413062332805,"[1.2409322836681451, -1.4855750346172953, 0.2532335669173602]","[0.04585539598422355, -0.0226867006190245, -0.04186376567351072]",free_two_defect_dynamics,0.1084754164263248,"[0.9686612158871335, -1.664218019342238, 0.1259427075044895]","[-0.009473657983229236, -0.025748458228079828, 0.051389853003056825]",95,0.7324781622165564,0.0,0,0.3496395475802409
True,,scatter,96,0.5853299776721416,"[1.2702479691408888, -1.5205419507834135, 0.20362343986413767]","[0.02931568547274367, -0.03496691616611814, -0.04961012705322255]",free_two_defect_dynamics,0.1130419203570108,"[0.9758989092737753, -1.6780020899577026, 0.18515502794177302]","[0.007237693386641832, -0.01378407061546462, 0.05921232043728354]",96,0.7448172731163021,0.0,0,0.3343293985164544
True,,scatter,97,0.5573726222605582,"[1.2803368028611448, -1.5667639234178004, 0.15191238326293324]","[0.010088833720256096, -0.04622197263438698, -0.05171105660120442]",free_two_defect_dynamics,0.12197664297089365,"[1.0024971424543907, -1.6807505212269291, 0.24620829353991863]","[0.026598233180615456, -0.00274843126922652, 0.06105326559814562]",97,0.7629719110709849,0.0,0,0.3147690265416942
True,,scatter,98,0.5352043266168971,"[1.2699228659701065, -1.6190123601295776, 0.10767325444021379]","[-0.01067399620651732, -0.05355319713315083, -0.04534387889748914]",free_two_defect_dynamics,0.12937746027508398,"[1.0477070476850463, -1.6760851340745202, 0.2984552874356592]","[0.04719334006353124, 0.004870065559490874, 0.054539157683236805]",98,0.777336794734515,0.0,0,0.298387257663166
True,,scatter,99,0.5276532416023445,"[1.2444046758310838, -1.67262066051437, 0.07966854144735136]","[-0.028144805119992657, -0.05912626087211218, -0.030887268467372164]",free_two_defect_dynamics,0.13571552933672038,"[1.1030599968646195, -1.6674272957577772, 0.3326661731408664]","[0.06463301078095106, 0.010109346756763, 0.039946427017596306]",99,0.782216805688147,0.0,0,0.2898501180820104
True,,scatter,100,0.5353846309924625,"[1.2088660446797634, -1.7247484695824096, 0.07039865365187409]","[-0.03924717900290481, -0.057567480435907856, -0.010237224503578574]",free_two_defect_dynamics,0.13614916680895772,"[1.164453220648178, -1.6602288642307952, 0.34832785437557445]","[0.07583768696910248, 0.008892062725625658, 0.019346527282474248]",100,0.777220172243133,0.0,0,0.2887558121113817
True,,scatter,101,0.5568220150052935,"[1.1691544666794502, -1.7730657734204982, 0.0815349368515367]","[-0.04370329432586891, -0.053174047897360605, 0.012255676729019612]",free_two_defect_dynamics,0.13727831542104,"[1.2278416033431672, -1.6568598071718188, 0.3458478392935316]","[0.08003284867025141, 0.004253701108922735, -0.0031312152688314156]",101,0.7633292031769373,0.0,0,0.29463420880625274
True,,scatter,102,0.5913078104225729,"[1.1316616664068513, -1.815572147772806, 0.11298440441279431]","[-0.03972437571034807, -0.04503635824955496, 0.033321343196838875]",free_two_defect_dynamics,0.1353736980515002,"[1.2895501370280913, -1.660236609658413, 0.3262972633897576]","[0.07587920225870069, -0.004152247081031542, -0.024040145093238083]",102,0.7409356196149554,0.0,0,0.3075065436073321
True,,scatter,103,0.6373768262540966,"[1.1024127114494506, -1.8486843829610187, 0.16191234687699094]","[-0.02924895495740074, -0.03311223518821271, 0.048927942464196635]",free_two_defect_dynamics,0.13053304315333705,"[1.3461436991496158, -1.6740261114440576, 0.29189180385222024]","[0.06512252375851241, -0.015867655683616082, -0.039590551860732716]",103,0.7111115062257787,0.0,0,0.32681028963324593
True,,scatter,104,0.689443208146152,"[1.0898212518702122, -1.8708545792849325, 0.2185406702058798]","[-0.01259145957923849, -0.02217019632391386, 0.056628323328888855]",free_two_defect_dynamics,0.12093931626240681,"[1.3939790875245086, -1.7005010002511645, 0.24519901846168543]","[0.04868923514818625, -0.026947457320695308, -0.04752623705668074]",104,0.6778135650326821,0.0,0,0.3496326621058852
True,,scatter,105,0.7353050121431546,"[1.0954368618923278, -1.883938504126806, 0.27606443851108997]","[0.005615610022115566, -0.013083924841873446, 0.057523768305210166]",free_two_defect_dynamics,0.11149110874816312,"[1.4246164877155427, -1.7367811434303628, 0.19658084029197698]","[0.030637400191034173, -0.03628014317919844, -0.04861817816970847]",105,0.6490668044784615,0.0,0,0.3692318475566703
True,,scatter,106,0.7684805007333998,"[1.1187796319542591, -1.8895002270242922, 0.33047666211873394]","[0.02334277006193121, -0.005561722897486285, 0.054412223607643945]",free_two_defect_dynamics,0.10720772672490463,"[1.437636939122391, -1.7806549982691942, 0.15139825001248253]","[0.01302045140684842, -0.04387385483883122, -0.04518259027949446]",106,0.6287084841439291,0.0,0,0.3815577857150323
True,,scatter,107,0.7855443088438963,"[1.1572900784414335, -1.8895699399730381, 0.3750465214166358]","[0.03851044648717436, -6.9712948745932e-05, 0.044569859297901845]",free_two_defect_dynamics,0.10260393153671968,"[1.4353114681307784, -1.8299873989838633, 0.11576098865059065]","[-0.0023254709916126766, -0.04933240071466919, -0.035637261361891874]",107,0.6183986480942824,0.0,0,0.38480509328398077
True,,scatter,108,0.7857210469334919,"[1.2091746167973956, -1.885635561317315, 0.40734407654580346]","[0.05188453835596216, 0.003934378655723147, 0.032297555129167675]",free_two_defect_dynamics,0.1044064118036244,"[1.4196029998191788, -1.882984429611582, 0.09246448913046891]","[-0.015708468311599656, -0.05299703062771869, -0.023296499520121732]",108,0.6182924682268123,0.0,0,0.3787298343824193
True,,scatter,109,0.7725118858113983,"[1.2712548225007685, -1.8827123848238432, 0.4241366661127767]","[0.06208020570337289, 0.002923176493471746, 0.016792589566973243]",free_two_defect_dynamics,0.1067960065025208,"[1.3936657652701347, -1.9353125714871766, 0.08464795366669897]","[-0.025937234549044088, -0.052328141875594536, -0.007816535463769946]",109,0.6262624614693598,0.0,0,0.3646968664863988
True,,scatter,110,0.750722658604256,"[1.3404084832397134, -1.883251151143527, 0.42383321870305946]","[0.06915366073894491, -0.0005387663196839228, -0.0003034474097171939]",free_two_defect_dynamics,0.11332291781106267,"[1.3608852604465085, -1.984404421535337, 0.09404541614888137]","[-0.03278050482362629, -0.04909185004816024, 0.009397462482182399]",110,0.6395560927559227,0.0,0,0.3455593686029202
True,,scatter,111,0.7266406878278926,"[1.4095641220763993, -1.8894909890324685, 0.4051742851229972]","[0.06915563883668592, -0.006239837888941473, -0.018658933580062285]",free_two_defect_dynamics,0.11830392590247564,"[1.3277622879472801, -2.0278206048937366, 0.12178501578562362]","[-0.03312297249922846, -0.0434161833583996, 0.027739599636742253]",111,0.654447396770875,0.0,0,0.32578535981038864
True,,scatter,112,0.7103439147462385,"[1.4711553258199754, -1.9036325561036174, 0.37135820944201603]","[0.0652773908357729, -0.014987929194840035, -0.035839942306529655]",free_two_defect_dynamics,0.12563588594084857,"[1.2988330228376503, -2.062612198226887, 0.16667484926488108]","[-0.02892926510962968, -0.03479159333315038, 0.04488983347925745]",112,0.6646335626932806,0.0,0,0.31123107275491935
True,,scatter,113,0.7104222293268889,"[1.519303659979671, -1.9255904408405693, 0.3279088757429034]","[0.0550789752057923, -0.025118580115085623, -0.04970358404476017]",free_two_defect_dynamics,0.13086273410468546,"[1.2803545952119397, -2.0872568284916126, 0.22520314147465584]","[-0.018478427625710586, -0.024644630264725655, 0.05852829220977477]",113,0.6645844156214459,0.0,0,0.30623707205544326
True,,scatter,114,0.7315989062363466,"[1.5538646967829135, -1.9571195739708451, 0.27942737531943207]","[0.040111733633920045, -0.03659288918413968, -0.05626790197962503]",free_two_defect_dynamics,0.13099696111721829,"[1.2770202628292426, -2.100711860442584, 0.29033245005723135]","[-0.0033343323826969854, -0.013455031950971093, 0.06512930858257553]",114,0.6513652460897602,0.0,0,0.31205849772173694
True,,scatter,115,0.776480073778312,"[1.5743019285381852, -1.9981071419630816, 0.22828487519790966]","[0.022652711394856376, -0.04543078826053261, -0.05668655663042118]",free_two_defect_dynamics,0.12885449748456657,"[1.2911080067606926, -2.1052828584655403, 0.35554995568928055]","[0.014087743931449927, -0.00457099802295658, 0.06521750563204919]",115,0.6238609449487218,0.0,0,0.3284536987948333
True,,scatter,116,0.8453201419937946,"[1.5802933643085009, -2.048754984104631, 0.17843263297678247]","[0.005991435770315745, -0.050647842141549236, -0.049852242221127205]",free_two_defect_dynamics,0.12227638013612373,"[1.3216996993234076, -2.1043698045463617, 0.4138079095754431]","[0.030591692562715076, 0.0009130539191786882, 0.05825795388616257]",116,0.5832379254643371,0.0,0,0.3540695025797684
True,,scatter,117,0.9254505012200102,"[1.5727828126826666, -2.101649959942621, 0.13953608907503437]","[-0.0075105516258341925, -0.05289497583799024, -0.038896543901748105]",free_two_defect_dynamics,0.11486964668069612,"[1.3655764786640006, -2.1010592577524765, 0.46090739564236594]","[0.04387677934059304, 0.0033105467938853625, 0.04709948606692282]",117,0.538659996903761,0.0,0,0.38237982487485694
True,,scatter,118,1.0036156331393726,"[1.5574359511152505, -2.1546633749087576, 0.11481479440190163]","[-0.01534686156741626, -0.05301341496613653, -0.02472129467313273]",free_two_defect_dynamics,0.10515994404772766,"[1.4175657065271396, -2.097673292689844, 0.4940097537826962]","[0.05198922786313918, 0.0033859650626327942, 0.033102358140330274]",118,0.4981954516097781,0.0,0,0.40816708835017423
True,,scatter,119,1.0727270288897344,"[1.536012266143632, -2.20605697999768, 0.10369634334742589]","[-0.021423684971618423, -0.05139360508892234, -0.01111845105447574]",free_two_defect_dynamics,0.10008252453661898,"[1.4753452003504643, -2.096047236681914, 0.5134246242569073]","[0.05777949382332475, 0.0016260560079295547, 0.019414870474211116]",119,0.4649555388556212,0.0,0,0.42855559811230115
True,,scatter,120,1.1291781627136792,"[1.51255074598918, -2.252816149111851, 0.10562145464243143]","[-0.023461520154452003, -0.04675916911417106, 0.001925111295005545]",free_two_defect_dynamics,0.09430322796904449,"[1.5351435579365176, -2.0987394679633056, 0.5197082392010596]","[0.05979835758605319, -0.0026922312813912946, 0.006283614944152276]",120,0.43955206910770256,0.0,0,0.44240018532042
True,,scatter,121,1.1706170894624892,"[1.4887654896159783, -2.295376903686019, 0.12009025009189354]","[-0.023785256373201717, -0.04256075457416797, 0.01446879544946211]",free_two_defect_dynamics,0.09317433109142882,"[1.5949665046150578, -2.1057483522180727, 0.5135084867192717]","[0.05982294667854027, -0.007008884254766958, -0.0061997524817878]",121,0.4218796275328759,0.0,0,0.4494614021578071
True,,scatter,122,1.1965954534191263,"[1.4679239698775008, -2.331615252976461, 0.1451763009323264]","[-0.020841519738477518, -0.03623834929044181, 0.02508605084043284]",free_two_defect_dynamics,0.09134622540870452,"[1.6518316809660927, -2.1187848459441825, 0.4965531748600739]","[0.056865176351034864, -0.013036493726109958, -0.016955311859197825]",122,0.4112111490594337,0.0,0,0.4500939189620389
True,,scatter,123,1.2065060990844334,"[1.452546395484899, -2.362954584655636, 0.18023736092607845]","[-0.015377574392601966, -0.0313393316791751, 0.035061059993752065]",free_two_defect_dynamics,0.092080117127726,"[1.7033599131568469, -2.1370006514824893, 0.46972615783315713]","[0.0515282321907541, -0.018215805538306956, -0.026827017026916766]",123,0.4072230011708721,0.0,0,0.444709302913824
True,,scatter,124,1.2027095864798834,"[1.4433841876577749, -2.388356948574053, 0.22404658861377585]","[-0.009162207827124118, -0.02540236391841687, 0.04380922768769741]",free_two_defect_dynamics,0.09597360768935342,"[1.7484703456416215, -2.1612345009151306, 0.4343896436241378]","[0.04511043248477473, -0.024233849432641324, -0.03533651420901933]",124,0.4087454607502109,0.0,0,0.43463360525276545
True,,scatter,125,1.1890060426774662,"[1.44334144931275, -2.4082632565523663, 0.2740320782764728]","[-4.273834502487267e-05, -0.01990630797831334, 0.049985489662696954]",free_two_defect_dynamics,0.09884399497038422,"[1.7846149210869837, -2.1912379383889906, 0.39294941678271567]","[0.036144575445362266, -0.03000343747386022, -0.04144022684142215]",125,0.4142956235494034,0.0,0,0.4215553399711139
True,,scatter,126,1.1706298393904164,"[1.4534029737242273, -2.422334713444552, 0.32843095908613423]","[0.010061524411477325, -0.014071456892185663, 0.05439888080966144]",free_two_defect_dynamics,0.10360007911261222,"[1.8106679458063368, -2.227245362431042, 0.3473679912553653]","[0.02605302471935317, -0.03600742404205154, -0.04558142552735036]",126,0.4218743146946854,0.0,0,0.4075005844696195
True,,scatter,127,1.1533604302501892,"[1.4747979194502372, -2.4306866159274674, 0.3824370796717218]","[0.021394945726009817, -0.008351902482915483, 0.0540061205855876]",free_two_defect_dynamics,0.10517791176706541,"[1.8254587748895146, -2.2690742110355475, 0.30188505291776974]","[0.014790829083177685, -0.041828848604505704, -0.04548293833759557]",127,0.4291402941129356,0.0,0,0.3944239267165787
