charge_conservation_pass,contact_event,contact_outcome,cycle,h3_separation,left_h3_spatial_point,left_velocity,mode,relative_speed,right_h3_spatial_point,right_velocity,step,stress_kernel,support_overlap_fraction,support_overlap_node_count,tangent_separation
True,,scatter,24,0.34877191700973653,"[0.29578239587668453, -0.240510583610184, 0.08273907591124188]","[0.016703607601255454, -0.019224177427957255, -0.07684131370574918]",free_two_defect_dynamics,0.1619610767736922,"[0.08827779314694428, -0.3814586660922897, -0.14857197592620686]","[0.017075881018732503, -0.025245035138354802, 0.08500738438795687]",24,0.8915501859311132,0.0,0,0.341217415750657
True,,scatter,25,0.24701691412766905,"[0.2965653149296278, -0.2649677323059949, 0.011771377369532945]","[0.0010390051334830993, -0.032456871434893265, -0.09418062163530283]",free_two_defect_dynamics,0.20031101459881454,"[0.11105894325821251, -0.39022469588976805, -0.07758355967343411]","[0.03292070978687605, -0.012667662586672929, 0.10258433126831216]",25,0.9424916515004577,0.0,0,0.24101084131398018
True,,scatter,26,0.18915737679645098,"[0.2876254115386325, -0.287299303899763, -0.035480631667610785]","[-0.01967972194706006, -0.04915926944455421, -0.10401749981186664]",free_two_defect_dynamics,0.23477068816561392,"[0.1339593637873377, -0.3887677771492018, -0.029783753733379922]","[0.053952752673469356, 0.0034324599574554523, 0.11261501090967492]",26,0.9654555065087173,0.14019374183431377,1,0.18423235251516717
True,,scatter,27,0.16103025182585057,"[0.27380281370715803, -0.3071359394733878, -0.06801085097875169]","[-0.044619803116810165, -0.06403331592123992, -0.10500862418963466]",free_two_defect_dynamics,0.26377253630874425,"[0.15690057936382196, -0.3833342327029024, 0.00318515150694873]","[0.07865828567905347, 0.01862993222316213, 0.11304011150907092]",27,0.9747246661578073,0.2680443098824974,2,0.15665625763275215
True,,scatter,28,0.15266942939833555,"[0.2569725312145147, -0.3266874243052735, -0.09086417222474412]","[-0.06621030257800938, -0.07691550793246352, -0.08990492674564482]",free_two_defect_dynamics,0.2739794883139183,"[0.1808844609965983, -0.3757041692426349, 0.02672976476143705]","[0.10031798996137178, 0.03191445994153448, 0.09848065097520765]",28,0.9772229321912524,0.3060480481893838,2,0.14839262019942526
True,,scatter,29,0.15937086592423744,"[0.23782927843246207, -0.3478211905234069, -0.10676026272759484]","[-0.07943827188536332, -0.08769825514563233, -0.06596360470482168]",free_two_defect_dynamics,0.2723419304572602,"[0.20696219512653533, -0.3660199164672356, 0.043816394790368765]","[0.11408719343528637, 0.042367531402769845, 0.07475211057658762]",29,0.9752300605914597,0.27558697307164803,2,0.1547814596360808
True,,scatter,30,0.17940372747127425,"[0.21596073191411136, -0.37202924673408827, -0.11652089895858334]","[-0.08374014280850507, -0.09269871148033054, -0.03737592122087175]",free_two_defect_dynamics,0.2598371458017518,"[0.2367493663331241, -0.3542653793735968, 0.05539605891253152]","[0.1188488585073969, 0.04689983168166069, 0.046202100000475595]",30,0.968817919575221,0.1845285114942079,1,0.17407803626037138
True,,scatter,31,0.2131902292410597,"[0.19004829185182964, -0.4000882076451835, -0.11933394671651791]","[-0.0809986119266281, -0.0877083316136806, -0.008793188257391405]",free_two_defect_dynamics,0.23752648066383633,"[0.2723439479588913, -0.3412065563918276, 0.060796612245065766]","[0.115888508979143, 0.042516794839478046, 0.017583071489641267]",31,0.9565258303758617,0.03095350344972858,0,0.20660745906241174
True,,scatter,32,0.2626200754062852,"[0.1608554227163406, -0.43429809933081814, -0.1127390106226425]","[-0.06767787858928533, -0.07930885057263481, 0.01528905165826273]",free_two_defect_dynamics,0.2062635220702927,"[0.31540566065730313, -0.32693390060592886, 0.05796576857512767]","[0.10313497478208056, 0.03418373079727208, -0.006780013432253602]",32,0.9354805570675303,0.0,0,0.25407276291725
True,,scatter,33,0.3296454444007337,"[0.12998728384054536, -0.47618519870649567, -0.09231861393485156]","[-0.04929856026768623, -0.06689660498546023, 0.03261279084086624]",free_two_defect_dynamics,0.17098678260699937,"[0.36753809104906365, -0.31350259993171964, 0.0429267009079735]","[0.08514805024032314, 0.02193738247011028, -0.0245633529775518]",33,0.9019848111613759,0.0,0,0.3180995270924939
True,,scatter,34,0.41297284302454107,"[0.10389701787372449, -0.5262930358401485, -0.051015243106637936]","[-0.028508115818199637, -0.05475145505309398, 0.04513105695243472]",free_two_defect_dynamics,0.1395210845457223,"[0.42786970442654904, -0.30482283105458774, 0.008543219383929705]","[0.06453246988103147, 0.009284136330537042, -0.03677758411618063]",34,0.8543017650203951,0.0,0,0.3969314345000321
True,,scatter,35,0.47690136583274306,"[0.09546983274253995, -0.5659709132476458, -0.0003609515434869204]","[-0.008427185131184541, -0.03967787740749727, 0.050654291563151016]",free_two_defect_dynamics,0.11171931557039373,"[0.4720700461952919, -0.31038016286725756, -0.03325429948530578]","[0.04420034176874291, -0.0055573318126697965, -0.04179751886923549]",35,0.814707150355773,0.0,0,0.4563291846808506
True,,scatter,36,0.5087987261485123,"[0.10609014699169467, -0.5903573178810098, 0.0481169681510129]","[0.010620314249154713, -0.02438640463336393, 0.04847791969449982]",free_two_defect_dynamics,0.08944849991957568,"[0.496885870862804, -0.33074839533344785, -0.07299982290123772]","[0.024815824667512098, -0.020368232466190284, -0.03974552341593194]",36,0.7943593219875965,0.0,0,0.4845486224694534
True,,scatter,37,0.5064526339737336,"[0.13709427029379295, -0.6033610960285679, 0.09142438556281375]","[0.031004123302098296, -0.01300377814755819, 0.04330741741180085]",free_two_defect_dynamics,0.08416556058598826,"[0.5016670649397399, -0.36291484542490593, -0.10733898671215555]","[0.004781194076935858, -0.032166450091458104, -0.034339163810917846]",37,0.7958651491779198,0.0,0,0.47982767759210476
True,,scatter,38,0.4695563890688392,"[0.1849825014520273, -0.6034143886714584, 0.12372896230102672]","[0.04788823115823435, -5.329264289048556e-05, 0.032304576738212964]",free_two_defect_dynamics,0.09371040036977425,"[0.4891871025562688, -0.4077359762942658, -0.13100905607825702]","[-0.012479962383471113, -0.044821130869359835, -0.02367006936610148]",38,0.8193476140753432,0.0,0,0.4424047224106606
True,,scatter,39,0.3997831208281629,"[0.24999694166519015, -0.5942290337378333, 0.14089319150432494]","[0.06501444021316286, 0.009185354933624996, 0.017164229203298215]",free_two_defect_dynamics,0.11695290317202771,"[0.45964822448163806, -0.4622857842466594, -0.13983483597510285]","[-0.029538878074630712, -0.054549807952393614, -0.008825779896845815]",39,0.862197891083471,0.0,0,0.3743940529513827
True,,scatter,40,0.3062736518490281,"[0.3292970232894588, -0.5775743427096108, 0.1377405274699958]","[0.07930008162426867, 0.016654691028222507, -0.003152664034329139]",free_two_defect_dynamics,0.14713357223435686,"[0.4157641146019957, -0.5247988149289604, -0.12862035411556744]","[-0.043884109879642336, -0.062513030682301, 0.011214481859535403]",40,0.9142409532016615,0.0,0,0.2849735662331074
True,,scatter,41,0.2414380298285724,"[0.3875728193523699, -0.5636226852305957, 0.11930567933174382]","[0.08939468472012681, 0.021401750056118503, -0.028278934798306198]",free_two_defect_dynamics,0.18021604515180562,"[0.3798925829706899, -0.5700081165309767, -0.10412723169027559]","[-0.0534469348483424, -0.06735978329827635, 0.03649362764746252]",41,0.9449185059533391,0.0,0,0.22365604282367155
True,,scatter,42,0.20333969688809464,"[0.42828940002903204, -0.5548861298505477, 0.09309692713170677]","[0.08781822366913583, 0.018843153371731983, -0.05652748891340575]",free_two_defect_dynamics,0.20337016983798412,"[0.3556607038683415, -0.6004198161891309, -0.07397742915589531]","[-0.05205137986277204, -0.0653259668593224, 0.06476339774873274]",42,0.9602946654219513,0.07572865050866073,1,0.18778201358622978
True,,scatter,43,0.1852788497736797,"[0.45609297905101037, -0.5503749926498582, 0.06287614734944912]","[0.07499241589886363, 0.012167537023328042, -0.0815121421752047]",free_two_defect_dynamics,0.21808251050958918,"[0.34131855462791866, -0.621558147758677, -0.041509620644326194]","[-0.03973058455649164, -0.05855735118415554, 0.08994223876831213]",43,0.9668110659248424,0.15782341011963774,1,0.1706944598765538
True,,scatter,44,0.18253943325904634,"[0.4743984989211054, -0.5505788131277465, 0.03008776871747506]","[0.05461271244045673, -0.0006080782860787804, -0.09782089262278443]",free_two_defect_dynamics,0.2222367445983736,"[0.33506659502248975, -0.6362160648795294, -0.0075056526319654815]","[-0.01961406532655368, -0.04598579679081058, 0.1066795200303809]",44,0.9677538188503106,0.17027530336797114,1,0.16781055884647988
True,,scatter,45,0.19263704549456095,"[0.4846254252228033, -0.555640246262062, -0.00502283427091435]","[0.030894661827333185, -0.01529015272363664, -0.10606610176705385]",free_two_defect_dynamics,0.22264998600840405,"[0.3363794895521984, -0.6459419903291811, 0.028084307346425676]","[0.004220241620277498, -0.03126355883853488, 0.11440235827484983]",45,0.9642187752907041,0.12437706593381381,1,0.17671260637115627
True,,scatter,46,0.2147501337170185,"[0.48742545510647417, -0.5672258973011457, -0.042027374975734756]","[0.007538063424423562, -0.031190157239091673, -0.09962128491960873]",free_two_defect_dynamics,0.2094500473372335,"[0.3459706401329858, -0.6513485390628683, 0.06536945950449671]","[0.027849893643272988, -0.015699034849059625, 0.10826516728405709]",46,0.9559154543879129,0.023863028559006794,0,0.19652013533612575
True,,scatter,47,0.2486073116625767,"[0.48199453396055103, -0.5873904529733741, -0.07988383688023368]","[-0.011891394413889263, -0.04415175220492705, -0.08288945972981027]",free_two_defect_dynamics,0.1891476357320185,"[0.3658695813041253, -0.6525778181238808, 0.1037326831846842]","[0.04764310905933508, -0.0029432056642854274, 0.09185128163068865]",47,0.9417919855770713,0.0,0,0.22682465396308446
True,,scatter,48,0.2937661706861532,"[0.46706343387163013, -0.6190527639558583, -0.1154466322965671]","[-0.024878423938294775, -0.05275621962194585, -0.059255265555073454]",free_two_defect_dynamics,0.16459325231741012,"[0.3990330398714915, -0.6495826414557495, 0.14089941611909962]","[0.06107346078225223, 0.005515884430613687, 0.06844584685470982]",48,0.9205572335490058,0.0,0,0.2669709805696114
True,,scatter,49,0.3474440630615479,"[0.4407712054121258, -0.6644625369577303, -0.14183429711785434]","[-0.03306435227162186, -0.05710602786754355, -0.03318437030243924]",free_two_defect_dynamics,0.1432696186934852,"[0.44876558643170883, -0.6427210293612493, 0.17138268543637167]","[0.06891482450287177, 0.00950819585976169, 0.0422409327608017]",49,0.8922856204081333,0.0,0,0.3140724143264232
True,,scatter,50,0.4026884160639585,"[0.4098585937793623, -0.7188736287932483, -0.1484189757387197]","[-0.030912611632763477, -0.05441109183551808, -0.006584678620865356]",free_two_defect_dynamics,0.11789415710703223,"[0.5157190088405443, -0.635681567299344, 0.18693687790525737]","[0.06720419637776837, 0.0070658283592042554, 0.015612450679424237]",50,0.8604682272521645,0.0,0,0.3613736226481007
True,,scatter,51,0.4338824935445747,"[0.3870883888702576, -0.7689056088137498, -0.13084349842115417]","[-0.022770204909104686, -0.05003198002050145, 0.01757547731756553]",free_two_defect_dynamics,0.10066899628299242,"[0.5749549384632129, -0.633463917865428, 0.17845056453879823]","[0.05923592962266856, 0.002217649433916043, -0.008486313366459145]",51,0.8415708970301451,0.0,0,0.38639501741763965
True,,scatter,52,0.43554954806931584,"[0.37567343253251817, -0.8087019659938746, -0.09310674626848442]","[-0.01141495633773941, -0.03979635718012472, 0.03773675215266974]",free_two_defect_dynamics,0.09449113935925275,"[0.6225596228264001, -0.6410661404874712, 0.14978855820157305]","[0.04760468436318722, -0.007602222622043187, -0.028662006337225168]",52,0.8405456289219162,0.0,0,0.384776155556243
True,,scatter,53,0.40805435230068515,"[0.3791739851525428, -0.8369251974026928, -0.038572000413761354]","[0.0035005526200246433, -0.02822323140881823, 0.054534745854723066]",free_two_defect_dynamics,0.10421753428928875,"[0.6548695327491598, -0.6600653635980664, 0.10459250111128453]","[0.03230990992275974, -0.01899922311059516, -0.045196057090288524]",53,0.8572591839578593,0.0,0,0.35746819477390357
True,,scatter,54,0.3584188277640679,"[0.40149199364037386, -0.8516776649593, 0.027299081718607773]","[0.022318008487831036, -0.014752467556607163, 0.06587108213236913]",free_two_defect_dynamics,0.12367691556644136,"[0.6680568120523853, -0.6923113349955919, 0.04837105049920677]","[0.013187279303225538, -0.03224597139752554, -0.056221450612077756]",54,0.8861602588032576,0.0,0,0.3112851705581566
True,,scatter,55,0.3066265190546541,"[0.43953713962969204, -0.8517195750359514, 0.0842416005319945]","[0.044512918571494975, -4.903489737786157e-05, 0.06662289333592669]",free_two_defect_dynamics,0.14284820136821008,"[0.65961131125912, -0.7352081301632463, -0.004339705702077451]","[-0.009178819227597798, -0.04662150154567131, -0.05728760370342732]",55,0.9140602205912737,0.0,0,0.2642994620101198
True,,scatter,56,0.26972307918053234,"[0.48344500996988266, -0.8432789499760126, 0.12141414850409804]","[0.06649483738329912, 0.01278262840865431, 0.05629474883151847]",free_two_defect_dynamics,0.15970106971598177,"[0.6373483855267419, -0.7771813486230211, -0.03785917201516818]","[-0.03141615519957292, -0.059230182106752766, -0.04730073524736269]",56,0.9321831714198653,0.0,0,0.23113444689541096
True,,scatter,57,0.24831458652834543,"[0.529055615209162, -0.8328321498996889, 0.14131934061288448]","[0.08616442129267528, 0.019735376854010972, 0.03760352114985902]",free_two_defect_dynamics,0.17478110549182327,"[0.608131540567385, -0.8154473716218731, -0.05422276176460833]","[-0.05077120231110641, -0.06649629684583604, -0.02843562085024874]",57,0.9419210235791398,0.0,0,0.21164107892665346
True,,scatter,58,0.24099777727352512,"[0.574129423753189, -0.8225650970028043, 0.14687538313864737]","[0.09814702830897594, 0.02235623666759842, 0.01209813593917359]",free_two_defect_dynamics,0.18526499052884035,"[0.576941671877746, -0.8499905221289435, -0.05559864132622109]","[-0.06232641557824002, -0.06902724648534847, -0.0027494069371048644]",58,0.9451081841001929,0.0,0,0.2043423433012935
True,,scatter,59,0.24604105800097964,"[0.6178710411205681, -0.8148605623858868, 0.13992617811286825]","[0.09974265506565058, 0.017568411617757643, -0.015846056949500986]",free_two_defect_dynamics,0.1873413113217559,"[0.5465537030137044, -0.8808440312393941, -0.04353163183931091]","[-0.06356041721361108, -0.06453415561724923, 0.02523973092575441]",59,0.9429192496254308,0.0,0,0.2075975647955447
True,,scatter,60,0.2619870739870069,"[0.6594455164434913, -0.8115756318837758, 0.12130750790209577]","[0.09005874035910998, 0.0071158252963980685, -0.04033181353029179]",free_two_defect_dynamics,0.18069709542002868,"[0.519650224865284, -0.9080740034755697, -0.018619503814348265]","[-0.053866332420685, -0.0545200411704379, 0.04987923725312409]",60,0.9357712559452447,0.0,0,0.2200777768771708
True,,scatter,61,0.2875874956788622,"[0.6970279944804559, -0.8141890766165804, 0.09089461786531672]","[0.0732768824780756, -0.005095594876961264, -0.05929789320575843]",free_two_defect_dynamics,0.17270700644418574,"[0.4995354134309117, -0.9312030285225724, 0.018859279390210752]","[-0.036769342549204165, -0.042279245199839686, 0.068510223049913]",61,0.9236112810798209,0.0,0,0.24059234089948023
True,,scatter,62,0.3224808393225057,"[0.7277833160587613, -0.8248804765979949, 0.04916426432226813]","[0.049724401174987234, -0.017285576430880537, -0.06746854639335974]",free_two_defect_dynamics,0.15791225016989546,"[0.4909895213547028, -0.9500631380267933, 0.06757151854923507]","[-0.013459207286351443, -0.029703408491112877, 0.07671851204964951]",62,0.9058021131193295,0.0,0,0.2684787271664576
True,,scatter,63,0.3643876438327842,"[0.747560804962262, -0.8482200919104645, -0.0013612273990246393]","[0.02613596143376224, -0.030843313256900987, -0.06676946246779808]",free_two_defect_dynamics,0.1440483354586385,"[0.49873553851779817, -0.9624744378997556, 0.12479625863176426]","[0.01024282280745068, -0.016411885325346615, 0.0756702264565521]",63,0.8827852294365337,0.0,0,0.3014693683945481
True,,scatter,64,0.41084955493687125,"[0.750839421938273, -0.8864751249080042, -0.05544059571045944]","[0.0034304061355100207, -0.04002611493476733, -0.05658306481587187]",free_two_defect_dynamics,0.12955173869221587,"[0.5283245394294234, -0.9687849586217624, 0.18381696100941325]","[0.032694370889310646, -0.006972810795680101, 0.06521493373317447]",64,0.8555803058494683,0.0,0,0.3369450401942085
True,,scatter,65,0.4487398520221111,"[0.7368794314140173, -0.9339393419761682, -0.09460872386074805]","[-0.013959990524255669, -0.04746421706816409, -0.03916812815028861]",free_two_defect_dynamics,0.11777017219913209,"[0.578277332311851, -0.96867006695841, 0.2313736735297084]","[0.049952792882427606, 0.00011489166335248763, 0.04755671252029514]",65,0.8323847928546128,0.0,0,0.3641776661271734
True,,scatter,66,0.4679857279039579,"[0.7126942231466389, -0.9850996297135288, -0.11124811922523832]","[-0.024185208267378487, -0.05116028773736057, -0.016639395364490273]",free_two_defect_dynamics,0.10894636204922313,"[0.6386503658761298, -0.965253483481357, 0.25645452110008937]","[0.06037303356427885, 0.003416583477053026, 0.025080847570380958]",66,0.8203373833977468,0.0,0,0.3756082986596297
True,,scatter,67,0.46418932557588694,"[0.684664799914891, -1.0339043377401542, -0.10364951571182388]","[-0.028029423231747827, -0.04880470802662531, 0.007598603513414438]",free_two_defect_dynamics,0.10549217243393047,"[0.7031697716916113, -0.9638759058649923, 0.25734112830374734]","[0.06451940581548157, 0.001377577616364718, 0.0008866072036579594]",67,0.8227258399647099,0.0,0,0.3681856329599626
True,,scatter,68,0.4367814253437402,"[0.659116866510175, -1.0772829291047599, -0.07205701421916508]","[-0.025547933404716047, -0.04337859136460554, 0.03159250149265879]",free_two_defect_dynamics,0.11090365136953649,"[0.765579983588666, -0.9677049424418974, 0.23417217183313632]","[0.062410211897054674, -0.0038290365769051227, -0.023168956470611016]",68,0.8397870876365031,0.0,0,0.342225137664389
True,,scatter,69,0.39321172910978897,"[0.6400432967640776, -1.112282084001107, -0.017558776905166336]","[-0.019073569746097422, -0.03499915489634702, 0.05449823731399874]",free_two_defect_dynamics,0.12720852614923364,"[0.821106890035346, -0.9798196277095446, 0.18820609146824863]","[0.05552690644668002, -0.012114685267647089, -0.04596608036488769]",69,0.8660892143380927,0.0,0,0.30441666871547324
True,,scatter,70,0.3534116207964735,"[0.6372249595572993, -1.134068876323378, 0.04570730288629465]","[-0.003231953862408595, -0.024984202538329246, 0.07255095325346148]",free_two_defect_dynamics,0.14307032128045816,"[0.8550397884718004, -0.9990165165187427, 0.13375205525206957]","[0.039801514662315955, -0.02251694628565252, -0.06387173571215261]",70,0.8889680870842218,0.0,0,0.2709876713118231
