source_run_dir,seed,max_model_points,k_neighbors,observer_count,sampled_observer_count,graph_geometry_receipt,spatial_3d_candidate,strict_h3_candidate,rank3_selector,model_order_consensus_rank,model_order_profile_rank,model_order_broken_stick_rank,model_order_rank3_selector,median_dimension,selected_model,h3_beats_s2,h3_beats_h2_h4,s2_leakage_pass,largest_gap_rank,rank3_cumulative_explained_variance,effective_rank,nontrivial_rank3_selector,nontrivial_largest_gap_rank,nontrivial_model_order_consensus_rank,nontrivial_model_order_profile_rank,nontrivial_model_order_broken_stick_rank,nontrivial_model_order_rank3_selector,nontrivial_rank3_cumulative_explained_variance,nontrivial_effective_rank,edge_count,component_count,blockers,error
runs/oph_universe_64k_3p1d_reearned,7,384,12,1024,384,False,False,False,False,12,12,12,False,,H3,True,True,False,1,0.028781230846262978,117.46140353909487,False,1,12,12,12,False,0.029060025278240063,116.46921212516388,670,116,overlap_graph_degenerate_or_disconnected;overlap_graph_negative_controls_did_not_all_fail;overlap_graph_independent_rank3_selector_false;overlap_graph_not_spatial_3d_candidate;overlap_graph_not_strict_h3_candidate,
