source_run_dir,seed,max_model_points,k_neighbors,remove_modes,observer_count,sampled_observer_count,residual_graph_receipt,spatial_3d_candidate,strict_h3_candidate,rank3_selector,model_order_consensus_rank,model_order_profile_rank,model_order_broken_stick_rank,model_order_rank3_selector,median_dimension,correlation_dimension,local_mle_dimension,selected_model,h3_beats_s2,h3_beats_h2_h4,s2_leakage_pass,s2_distance_correlation,largest_gap_rank,rank3_cumulative_explained_variance,effective_rank,nontrivial_rank3_selector,nontrivial_largest_gap_rank,nontrivial_model_order_consensus_rank,nontrivial_model_order_profile_rank,nontrivial_model_order_broken_stick_rank,nontrivial_model_order_rank3_selector,nontrivial_rank3_cumulative_explained_variance,nontrivial_effective_rank,raw_largest_gap_rank,raw_rank3_selector,removed_common_mode_energy_fraction,edge_count,component_count,finite_pair_fraction,mean_positive_affinity,blockers,error
runs/oph_universe_64k_3p1d_reearned,7,384,12,1,1024,384,False,False,False,False,12,12,12,False,1.6461713734472294,1.6330150795549603,1.6593276673394983,H2,True,False,False,0.09284828817082902,2,0.026632300844439103,128.56870360650603,False,1,12,12,12,False,0.026870844986984978,127.57834424931072,1,False,0.013785719356810363,847,96,0.14728840295909487,0.14263757306971492,overlap_residual_graph_degenerate_or_disconnected;overlap_residual_graph_independent_rank3_selector_false;overlap_residual_graph_not_spatial_3d_candidate;overlap_residual_graph_not_strict_h3_candidate,
