row,col,rho_A
0,0.01,0.8689862382313548
1,0.01,0.8661982495919859
2,0.01,0.870525159421577
3,0.01,0.8691375375089533
4,0.1,0.8689862382313548
5,0.1,0.8661982495919859
6,0.1,0.870525159421577
7,0.1,0.8691375375089533
