k_bin,a_bin,B_A,sem,sample_count,control_B_A,control_sem,z_score
1.0,0.01,0.0,0.0,1,,,
1.0,0.1,0.0,0.0,1,,,
1.3333333333333333,0.01,0.0,0.0,1,,,
1.3333333333333333,0.1,0.0,0.0,1,,,
1.8181818181818181,0.01,0.0,0.0,1,,,
1.8181818181818181,0.1,0.0,0.0,1,,,
2.857142857142857,0.01,0.0,0.0,1,,,
2.857142857142857,0.1,0.0,0.0,1,,,
