ell,TT_Cl_uK2,EE_Cl_uK2,BB_Cl_uK2,TE_Cl_uK2,TT_Dl_uK2,EE_Dl_uK2,BB_Dl_uK2,TE_Dl_uK2
113,1.523687494421564,0.0004827235048266506,1.3081120147503e-07,-0.0154775102201483,3123.915871255645,0.9896961310485788,0.0002681935698244993,-31.73251733131666
114,1.5132639302182727,0.0004802910427413728,5.332500733822213e-07,-0.015505575055489357,3157.4574288764516,1.0021374927689088,0.0011126376384367723,-32.35271268303775
115,1.5030293709745,0.00047769652022687,9.334185431971577e-07,-0.015527129913359493,3191.1221503986035,1.0142103516419985,0.001981766056147003,-32.966067833067555
116,1.4929781493721828,0.00047494126864113315,1.330210636967338e-06,-0.01554225352478623,3224.908776783291,1.025897308906669,0.00287332266713373,-33.572058522190204
117,1.4831014488557954,0.00047202341014935926,1.7225773861446425e-06,-0.0155509908332904,3258.8086459118454,1.0371738030829005,0.003785007481147841,-34.17008554547646
118,1.4733875783475903,0.0004689514284567958,2.109529742570285e-06,-0.0155533889325446,3292.8056970587636,1.048037840116835,0.004714490373429516,-34.75954897291221
119,1.4638320314191047,0.0004657269721566446,2.4901411128015466e-06,-0.015549562168589747,3326.8987602162642,1.0584728664293075,0.005659424854169709,-35.33999665961388
120,1.4544272670422265,0.00046235505675635023,2.863549504478978e-06,-0.015539557917522087,3361.0792750807414,1.0684700666763771,0.006617461808348087,-35.9108270616491
121,1.4451661277812164,0.0004588374674382942,3.2289592805270235e-06,-0.015523425136514618,3395.3387231678794,1.0780135175361465,0.0075862631084067655,-36.47143775998122
122,1.4360387097693055,0.0004551792390875675,3.585642518716651e-06,-0.015501276363979737,3429.661202921176,1.0870950525592722,0.00856351500159952,-37.02137399195943
123,1.427041775374139,0.0004513853340629343,3.932939977055828e-06,-0.015473160109717584,3464.0457178838815,1.0957068395326732,0.00954694117671691,-37.5600314897202
124,1.4181692001752917,0.0004474576315923879,4.270261667386884e-06,-0.015439126048284174,3498.4838944029475,1.103833955327872,0.010534315416237157,-38.08680502785063
125,1.409412207128042,0.00044340405664191034,4.597087042070759e-06,-0.015399284128819246,3532.959983991157,1.1114766715745508,0.011523473743465865,-38.601236979555935
126,1.4007683340755048,0.00043922643377484815,4.912964800836367e-06,-0.01535371226383751,3567.473150324445,1.1186207392664174,0.012512325977900128,-39.102794464009506
127,1.3922294671101407,0.00043493243687721183,5.2175123270733395e-06,-0.015302458699397843,3602.007757352234,1.1252670975336352,0.013498866616585052,-39.59086935302788
128,1.3837907620397865,0.00043052382413486174,5.5104147647772006e-06,-0.01524562902597493,3636.555655408092,1.1314021529799285,0.014481184963943721,-40.065001137121946
129,1.375450402771085,0.0004260080129024869,5.7914237494730414e-06,-0.015183298223957807,3671.116181805747,1.1370274832116312,0.015457474438591622,-40.52465409938207
130,1.3672011538654054,0.00042138667835121124,6.06035580823065e-06,-0.015115512888522378,3705.673875911737,1.1421301109997675,0.01642604099169824,-40.96921734862636
