snapshot_index,cycle,cluster_index,cluster_id,worldline_id,x,y,z,cluster_class,support_node_count,interpolated
61,122,54,defect_cluster_000768,worldline_000389,0.5281799232720731,-0.730922818248358,-0.43217797539461067,transposition,6,True
61,122,55,defect_cluster_000799,worldline_000406,0.903096766417903,0.23670950276569452,-0.3583083054939493,threecycle,3,True
61,122,56,defect_cluster_000816,worldline_000412,0.1244517069847514,0.9691759909984756,-0.21262565955383722,transposition,3,True
61,122,57,defect_cluster_000832,worldline_000421,0.5348996991162256,-0.11019303896587804,0.8376991142700557,threecycle,5,True
61,122,58,defect_cluster_000860,worldline_000440,-0.0970939752670326,-0.9914358968278423,0.0873362607856393,threecycle,6,True
61,122,59,defect_cluster_000864,worldline_000443,-0.06983948709963095,0.9203524636922316,0.38480357147160177,threecycle,5,True
61,122,60,defect_cluster_000163,worldline_000515,-0.08625467237589805,0.9660156081246629,0.24366775813156732,threecycle,3,True
61,122,61,defect_cluster_000202,worldline_000523,-0.30218939516204063,0.5620254322277305,0.7699408957711188,threecycle,3,True
61,122,62,defect_cluster_000497,worldline_000531,0.8569628151090473,0.39769579197699323,-0.32779992459451435,transposition,3,True
61,122,63,defect_cluster_000330,worldline_000532,-0.03977098416266484,0.2357766624713613,0.9709931175104174,threecycle,5,True
62,124,0,defect_cluster_000000,worldline_000000,0.6657508518093525,-0.23452008995385049,0.7083615819079684,transposition,5,True
62,124,1,defect_cluster_000006,worldline_000003,-0.22516144311077446,-0.18545554255979188,-0.9565085291152018,threecycle,6,True
62,124,2,defect_cluster_000016,worldline_000010,-0.6453204965474558,0.32938182319021525,0.6892525453617381,transposition,5,True
62,124,3,defect_cluster_000020,worldline_000012,0.12181336054029186,-0.2337185168228006,-0.9646435404272561,threecycle,3,True
62,124,4,defect_cluster_000021,worldline_000013,0.11371918573026099,-0.23510999608953487,-0.9652933422207083,threecycle,5,True
62,124,5,defect_cluster_000041,worldline_000021,0.22387099203866542,0.8219413689409836,-0.5237310043782453,transposition,5,True
62,124,6,defect_cluster_000065,worldline_000031,0.729304410738975,-0.2584091754969784,0.6335138313372869,transposition,3,True
62,124,7,defect_cluster_000078,worldline_000038,0.46480740774868323,0.8587649418081021,-0.21558489841191608,threecycle,5,True
62,124,8,defect_cluster_000085,worldline_000041,0.901281508913797,-0.10938704389265747,0.419196989872894,transposition,5,True
62,124,9,defect_cluster_000337,worldline_000046,0.846103207561373,0.4149664628815554,-0.3345328038293506,transposition,4,True
62,124,10,defect_cluster_000106,worldline_000051,-0.910138584283315,0.046398776968556175,0.41169759641584663,threecycle,6,True
62,124,11,defect_cluster_000109,worldline_000052,-0.904254452156668,0.04415765445381341,0.42470458828223395,threecycle,3,True
62,124,12,defect_cluster_000120,worldline_000060,-0.4279576002834779,0.674144117987956,0.6019817277474855,threecycle,3,True
62,124,13,defect_cluster_000141,worldline_000067,0.23557667851620007,-0.24265391319899857,-0.9410752929221379,threecycle,4,True
62,124,14,defect_cluster_000152,worldline_000070,0.14898324912021155,-0.8755291625312844,-0.459622319996378,transposition,3,True
62,124,15,defect_cluster_000161,worldline_000075,-0.07912968245917278,0.9646885492678421,0.25122598644530525,transposition,5,True
62,124,16,defect_cluster_000197,worldline_000095,0.5606401265194105,0.2460006869790444,0.7906745920681513,transposition,5,True
62,124,17,defect_cluster_000292,worldline_000106,0.7262166436041655,0.13716269265537123,0.6736436612155039,transposition,3,True
62,124,18,defect_cluster_000233,worldline_000112,-0.5128355497236995,-0.8274053929858177,-0.22891049473009237,transposition,3,True
62,124,19,defect_cluster_000312,worldline_000117,0.07861527533743567,-0.99130092510844,-0.10555621423094921,transposition,5,True
62,124,20,defect_cluster_000247,worldline_000121,-0.27298440997911744,-0.13491705445486854,-0.9525108400042359,transposition,6,True
62,124,21,defect_cluster_000265,worldline_000126,0.3570935628347229,-0.20002087929251644,0.9124011372357295,transposition,4,True
62,124,22,defect_cluster_000274,worldline_000135,0.8964893143655005,0.06337136790253611,0.43850995308959223,transposition,6,True
62,124,23,defect_cluster_000288,worldline_000136,0.7326318271936658,0.13684799735137707,0.666725754267666,transposition,6,True
62,124,24,defect_cluster_000283,worldline_000140,-0.9593518173590186,-0.28150991974014955,-0.019906170345966277,transposition,5,True
62,124,25,defect_cluster_000326,worldline_000157,-0.814332072970327,-0.5798098717012011,0.026149332872692162,transposition,4,True
62,124,26,defect_cluster_000339,worldline_000163,0.8420488806649381,0.4183388535949865,-0.34050886353185766,threecycle,3,True
62,124,27,defect_cluster_000345,worldline_000166,-0.39404578752176683,-0.8358382141129671,0.38223343281926064,threecycle,6,True
62,124,28,defect_cluster_000360,worldline_000173,0.7615740133810714,0.48516073045985086,-0.4296790520403706,threecycle,4,True
62,124,29,defect_cluster_000394,worldline_000178,0.3826240135616271,-0.1664455731328214,0.9087875084036302,transposition,5,True
62,124,30,defect_cluster_000306,worldline_000183,-0.9584472241546943,0.2106587439669964,0.19235855088976025,threecycle,5,True
62,124,31,defect_cluster_000384,worldline_000186,-0.4469836355292346,-0.14533984064626582,0.8826561959732602,transposition,6,True
62,124,32,defect_cluster_000068,worldline_000209,0.7290188355667289,-0.26461513554492416,0.631276775613892,transposition,3,True
62,124,33,defect_cluster_000422,worldline_000211,0.9172692266507333,-0.2827012794565598,-0.2805301274964773,transposition,3,True
