worldline_id,event_index,cycle,event,class,holonomy_mode,support_node_count,x,y,z,vx,vy,vz,pair_h3_separation,support_overlap_fraction,support_overlap_node_count,contact_outcome,charge_conservation_pass,transport_distance
free_pair_left,39,39,continue,transposition,1,8,0.24999694166519015,-0.5942290337378333,0.14089319150432494,0.06501444021316286,0.009185354933624996,0.017164229203298215,0.3997831208281629,0.0,0,scatter,True,0.07246651181298541
free_pair_left,40,40,continue,transposition,1,8,0.3292970232894588,-0.5775743427096108,0.1377405274699958,0.07930008162426867,0.016654691028222507,-0.003152664034329139,0.3062736518490281,0.0,0,scatter,True,0.08692782907955805
free_pair_left,41,41,continue,transposition,1,8,0.3875728193523699,-0.5636226852305957,0.11930567933174382,0.08939468472012681,0.021401750056118503,-0.028278934798306198,0.2414380298285724,0.0,0,scatter,True,0.06743345768361737
free_pair_left,42,42,continue,transposition,1,8,0.42828940002903204,-0.5548861298505477,0.09309692713170677,0.08781822366913583,0.018843153371731983,-0.05652748891340575,0.20333969688809464,0.07572865050866073,1,scatter,True,0.05305775443951611
free_pair_left,43,43,continue,transposition,1,8,0.45609297905101037,-0.5503749926498582,0.06287614734944912,0.07499241589886363,0.012167537023328042,-0.0815121421752047,0.1852788497736797,0.15782341011963774,1,scatter,True,0.04467122617071907
free_pair_left,44,44,continue,transposition,1,8,0.4743984989211054,-0.5505788131277465,0.03008776871747506,0.05461271244045673,-0.0006080782860787804,-0.09782089262278443,0.18253943325904634,0.17027530336797114,1,scatter,True,0.04068222185302787
free_pair_left,45,45,continue,transposition,1,8,0.4846254252228033,-0.555640246262062,-0.00502283427091435,0.030894661827333185,-0.01529015272363664,-0.10606610176705385,0.19263704549456095,0.12437706593381381,1,scatter,True,0.04007048617261283
free_pair_left,46,46,continue,transposition,1,8,0.48742545510647417,-0.5672258973011457,-0.042027374975734756,0.007538063424423562,-0.031190157239091673,-0.09962128491960873,0.2147501337170185,0.023863028559006794,0,scatter,True,0.042229743451083754
free_pair_left,47,47,continue,transposition,1,8,0.48199453396055103,-0.5873904529733741,-0.07988383688023368,-0.011891394413889263,-0.04415175220492705,-0.08288945972981027,0.2486073116625767,0.0,0,scatter,True,0.04698661138802344
free_pair_left,48,48,continue,transposition,1,8,0.46706343387163013,-0.6190527639558583,-0.1154466322965671,-0.024878423938294775,-0.05275621962194585,-0.059255265555073454,0.2937661706861532,0.0,0,scatter,True,0.05423712746696653
free_pair_left,49,49,continue,transposition,1,8,0.4407712054121258,-0.6644625369577303,-0.14183429711785434,-0.03306435227162186,-0.05710602786754355,-0.03318437030243924,0.3474440630615479,0.0,0,scatter,True,0.06394914448641481
free_pair_left,50,50,continue,transposition,1,8,0.4098585937793623,-0.7188736287932483,-0.1484189757387197,-0.030912611632763477,-0.05441109183551808,-0.006584678620865356,0.4026884160639585,0.0,0,scatter,True,0.06860280064852914
free_pair_left,51,51,continue,transposition,1,8,0.3870883888702576,-0.7689056088137498,-0.13084349842115417,-0.022770204909104686,-0.05003198002050145,0.01757547731756553,0.4338824935445747,0.0,0,scatter,True,0.06311485450671289
free_pair_left,52,52,continue,transposition,1,8,0.37567343253251817,-0.8087019659938746,-0.09310674626848442,-0.01141495633773941,-0.03979635718012472,0.03773675215266974,0.43554954806931584,0.0,0,scatter,True,0.06205807447533711
free_pair_left,53,53,continue,transposition,1,8,0.3791739851525428,-0.8369251974026928,-0.038572000413761354,0.0035005526200246433,-0.02822323140881823,0.054534745854723066,0.40805435230068515,0.0,0,scatter,True,0.06912900207705244
free_pair_left,54,54,continue,transposition,1,8,0.40149199364037386,-0.8516776649593,0.027299081718607773,0.022318008487831036,-0.014752467556607163,0.06587108213236913,0.3584188277640679,0.0,0,scatter,True,0.08080081018894147
free_pair_left,55,55,continue,transposition,1,8,0.43953713962969204,-0.8517195750359514,0.0842416005319945,0.044512918571494975,-4.903489737786157e-05,0.06662289333592669,0.3066265190546541,0.0,0,scatter,True,0.07840795827663916
free_pair_left,56,56,continue,transposition,1,8,0.48344500996988266,-0.8432789499760126,0.12141414850409804,0.06649483738329912,0.01278262840865431,0.05629474883151847,0.26972307918053234,0.0,0,scatter,True,0.06690357825497747
