object_id,record_family_id,x,y,z,observer_count,support_size,h3_compactness,h3_compactness_normalized
observer_mixture_cluster_000000_component_000,,-0.6065522197722605,0.8420803295268673,-0.7989608758565592,99.0,0.0,1.154786035004847,0.467742117461509
observer_mixture_cluster_000000_component_001,,0.2707695870775498,-0.05848173341916728,2.930236980084323,23.0,0.0,0.5906703433741276,0.23924899397520982
observer_mixture_cluster_000000_component_002,,-1.6380099751965982,1.7606002523873525,1.4078177104548322,13.0,0.0,0.22339082973089963,0.0904836883651575
observer_mixture_cluster_000000_component_003,,0.7558492868115454,-3.500309133595205,0.07520478724654395,10.0,0.0,0.12693448013869252,0.0514143752341954
observer_mixture_cluster_000000_component_004,,0.43210177586525184,-1.305953339974388,2.7066502028955823,8.0,0.0,0.3466634740005152,0.14041484955685596
observer_mixture_cluster_000000_component_005,,0.26356701110955205,2.5772882364649474,1.5391414849335212,5.0,0.0,0.20335497994735402,0.08236823622180263
observer_mixture_cluster_000006_component_000,,-0.9186043561233566,0.6425096112718348,-1.2749774097242172,21.0,0.0,0.7087381794046255,0.2870719654651374
observer_mixture_cluster_000006_component_001,,-1.3189198388385375,1.8562251966837975,0.07655222486539719,19.0,0.0,0.5234822913981828,0.2120347042741654
observer_mixture_cluster_000006_component_002,,-1.5619745563067393,-0.8070748894219653,-0.9102104363341177,16.0,0.0,0.6443841152430143,0.2610055727951919
observer_mixture_cluster_000006_component_003,,0.04077667625200531,1.1729217937628453,-0.3176468339438978,9.0,0.0,0.4885489450125038,0.19788507229633734
observer_mixture_cluster_000006_component_004,,0.6756439486887218,-0.21702374953027906,2.9825923872027897,9.0,0.0,0.2738317547302013,0.11091461180093623
observer_mixture_cluster_000006_component_005,,2.361727476741985,-0.8953410964242865,2.142080159435108,6.0,0.0,0.33866082067613074,0.13717340231226552
observer_mixture_cluster_000006_component_006,,2.8966943878518316,-2.1493952969590016,0.12012389003242026,5.0,0.0,0.06962637860280423,0.028201925527022553
observer_mixture_cluster_000013_component_000,,0.12181479531643016,0.5910836807708283,-0.7906134386354982,35.0,0.0,0.6873193472889989,0.2783963410779117
