control_name,mode,step,cycle,left_x,left_y,left_z,right_x,right_y,right_z,tangent_separation,h3_separation,stress_kernel,local_readout_contraction
stress_contraction,stress_contraction,34,34,-7.94084585501561e-06,0.0,0.0,7.94084585501561e-06,0.0,0.0,1.588169171003122e-05,1.5881702060384423e-05,0.9999999997477715,0.9600000000100891
stress_contraction,stress_contraction,35,35,-3.970422927507805e-06,0.0,0.0,3.970422927507805e-06,0.0,0.0,7.94084585501561e-06,7.940851030254802e-06,0.9999999999369429,0.9600000000025223
stress_contraction,stress_contraction,36,36,-1.9852114637539023e-06,0.0,0.0,1.9852114637539023e-06,0.0,0.0,3.970422927507805e-06,3.9703695901045494e-06,0.9999999999842362,0.9600000000006306
stress_contraction,stress_contraction,37,37,-9.926057318769512e-07,0.0,0.0,9.926057318769512e-07,0.0,0.0,1.9852114637539023e-06,1.9852686814177097e-06,0.9999999999960587,0.9600000000001576
stress_contraction,stress_contraction,38,38,-4.963028659384756e-07,0.0,0.0,4.963028659384756e-07,0.0,0.0,9.926057318769512e-07,9.926902621952166e-07,0.9999999999990146,0.9600000000000394
stress_contraction,stress_contraction,39,39,-2.481514329692378e-07,0.0,0.0,2.481514329692378e-07,0.0,0.0,4.963028659384756e-07,4.964569583224508e-07,0.9999999999997535,0.9600000000000098
stress_contraction,stress_contraction,40,40,-1.240757164846189e-07,0.0,0.0,1.240757164846189e-07,0.0,0.0,2.481514329692378e-07,2.48452007778481e-07,0.9999999999999383,0.9600000000000025
stress_contraction,stress_contraction,41,41,-6.203785824230945e-08,0.0,0.0,6.203785824230945e-08,0.0,0.0,1.240757164846189e-07,1.246720591983311e-07,0.9999999999999845,0.9600000000000006
stress_contraction,stress_contraction,42,42,-3.1018929121154724e-08,0.0,0.0,3.1018929121154724e-08,0.0,0.0,6.203785824230945e-08,5.960464477539062e-08,0.9999999999999964,0.9600000000000002
stress_contraction,stress_contraction,43,43,-1.5509464560577362e-08,0.0,0.0,1.5509464560577362e-08,0.0,0.0,3.1018929121154724e-08,3.650024149988857e-08,0.9999999999999987,0.9600000000000001
stress_contraction,stress_contraction,44,44,-7.754732280288681e-09,0.0,0.0,7.754732280288681e-09,0.0,0.0,1.5509464560577362e-08,0.0,1.0,0.96
stress_contraction,stress_contraction,45,45,-3.8773661401443405e-09,0.0,0.0,3.8773661401443405e-09,0.0,0.0,7.754732280288681e-09,0.0,1.0,0.96
stress_contraction,stress_contraction,46,46,-1.9386830700721703e-09,0.0,0.0,1.9386830700721703e-09,0.0,0.0,3.8773661401443405e-09,0.0,1.0,0.96
stress_contraction,stress_contraction,47,47,-9.693415350360851e-10,0.0,0.0,9.693415350360851e-10,0.0,0.0,1.9386830700721703e-09,0.0,1.0,0.96
stress_contraction,stress_contraction,48,48,-4.846707675180426e-10,0.0,0.0,4.846707675180426e-10,0.0,0.0,9.693415350360851e-10,0.0,1.0,0.96
stress_contraction,stress_contraction,49,49,-2.423353837590213e-10,0.0,0.0,2.423353837590213e-10,0.0,0.0,4.846707675180426e-10,0.0,1.0,0.96
stress_contraction,stress_contraction,50,50,-1.2116769187951064e-10,0.0,0.0,1.2116769187951064e-10,0.0,0.0,2.423353837590213e-10,0.0,1.0,0.96
stress_contraction,stress_contraction,51,51,-6.058384593975532e-11,0.0,0.0,6.058384593975532e-11,0.0,0.0,1.2116769187951064e-10,0.0,1.0,0.96
stress_contraction,stress_contraction,52,52,-3.029192296987766e-11,0.0,0.0,3.029192296987766e-11,0.0,0.0,6.058384593975532e-11,0.0,1.0,0.96
stress_contraction,stress_contraction,53,53,-1.514596148493883e-11,0.0,0.0,1.514596148493883e-11,0.0,0.0,3.029192296987766e-11,0.0,1.0,0.96
stress_contraction,stress_contraction,54,54,-7.572980742469415e-12,0.0,0.0,7.572980742469415e-12,0.0,0.0,1.514596148493883e-11,0.0,1.0,0.96
stress_contraction,stress_contraction,55,55,-3.7864903712347075e-12,0.0,0.0,3.7864903712347075e-12,0.0,0.0,7.572980742469415e-12,0.0,1.0,0.96
stress_contraction,stress_contraction,56,56,-1.8932451856173538e-12,0.0,0.0,1.8932451856173538e-12,0.0,0.0,3.7864903712347075e-12,0.0,1.0,0.96
stress_contraction,stress_contraction,57,57,-9.466225928086769e-13,0.0,0.0,9.466225928086769e-13,0.0,0.0,1.8932451856173538e-12,0.0,1.0,0.96
stress_contraction,stress_contraction,58,58,-4.733112964043384e-13,0.0,0.0,4.733112964043384e-13,0.0,0.0,9.466225928086769e-13,0.0,1.0,0.96
stress_contraction,stress_contraction,59,59,-2.366556482021692e-13,0.0,0.0,2.366556482021692e-13,0.0,0.0,4.733112964043384e-13,0.0,1.0,0.96
stress_contraction,stress_contraction,60,60,-1.183278241010846e-13,0.0,0.0,1.183278241010846e-13,0.0,0.0,2.366556482021692e-13,0.0,1.0,0.96
stress_contraction,stress_contraction,61,61,-5.91639120505423e-14,0.0,0.0,5.91639120505423e-14,0.0,0.0,1.183278241010846e-13,0.0,1.0,0.96
stress_contraction,stress_contraction,62,62,-2.958195602527115e-14,0.0,0.0,2.958195602527115e-14,0.0,0.0,5.91639120505423e-14,0.0,1.0,0.96
stress_contraction,stress_contraction,63,63,-1.4790978012635576e-14,0.0,0.0,1.4790978012635576e-14,0.0,0.0,2.958195602527115e-14,0.0,1.0,0.96
stress_contraction,stress_contraction,64,64,-7.395489006317788e-15,0.0,0.0,7.395489006317788e-15,0.0,0.0,1.4790978012635576e-14,0.0,1.0,0.96
stress_contraction,stress_contraction,65,65,-3.697744503158894e-15,0.0,0.0,3.697744503158894e-15,0.0,0.0,7.395489006317788e-15,0.0,1.0,0.96
stress_contraction,stress_contraction,66,66,-1.848872251579447e-15,0.0,0.0,1.848872251579447e-15,0.0,0.0,3.697744503158894e-15,0.0,1.0,0.96
stress_contraction,stress_contraction,67,67,-9.244361257897235e-16,0.0,0.0,9.244361257897235e-16,0.0,0.0,1.848872251579447e-15,0.0,1.0,0.96
stress_contraction,stress_contraction,68,68,-4.622180628948618e-16,0.0,0.0,4.622180628948618e-16,0.0,0.0,9.244361257897235e-16,0.0,1.0,0.96
stress_contraction,stress_contraction,69,69,-2.311090314474309e-16,0.0,0.0,2.311090314474309e-16,0.0,0.0,4.622180628948618e-16,0.0,1.0,0.96
stress_contraction,stress_contraction,70,70,-1.1555451572371544e-16,0.0,0.0,1.1555451572371544e-16,0.0,0.0,2.311090314474309e-16,0.0,1.0,0.96
stress_contraction,stress_contraction,71,71,-5.777725786185772e-17,0.0,0.0,5.777725786185772e-17,0.0,0.0,1.1555451572371544e-16,0.0,1.0,0.96
stress_contraction,stress_contraction,72,72,-2.888862893092886e-17,0.0,0.0,2.888862893092886e-17,0.0,0.0,5.777725786185772e-17,0.0,1.0,0.96
stress_contraction,stress_contraction,73,73,-1.444431446546443e-17,0.0,0.0,1.444431446546443e-17,0.0,0.0,2.888862893092886e-17,0.0,1.0,0.96
stress_contraction,stress_contraction,74,74,-7.222157232732215e-18,0.0,0.0,7.222157232732215e-18,0.0,0.0,1.444431446546443e-17,0.0,1.0,0.96
stress_contraction,stress_contraction,75,75,-3.6110786163661075e-18,0.0,0.0,3.6110786163661075e-18,0.0,0.0,7.222157232732215e-18,0.0,1.0,0.96
stress_contraction,stress_contraction,76,76,-1.8055393081830538e-18,0.0,0.0,1.8055393081830538e-18,0.0,0.0,3.6110786163661075e-18,0.0,1.0,0.96
stress_contraction,stress_contraction,77,77,-9.027696540915269e-19,0.0,0.0,9.027696540915269e-19,0.0,0.0,1.8055393081830538e-18,0.0,1.0,0.96
stress_contraction,stress_contraction,78,78,-4.513848270457634e-19,0.0,0.0,4.513848270457634e-19,0.0,0.0,9.027696540915269e-19,0.0,1.0,0.96
stress_contraction,stress_contraction,79,79,-2.256924135228817e-19,0.0,0.0,2.256924135228817e-19,0.0,0.0,4.513848270457634e-19,0.0,1.0,0.96
stress_contraction,stress_contraction,80,80,-1.1284620676144086e-19,0.0,0.0,1.1284620676144086e-19,0.0,0.0,2.256924135228817e-19,0.0,1.0,0.96
stress_contraction,stress_contraction,81,81,-5.642310338072043e-20,0.0,0.0,5.642310338072043e-20,0.0,0.0,1.1284620676144086e-19,0.0,1.0,0.96
stress_contraction,stress_contraction,82,82,-2.8211551690360215e-20,0.0,0.0,2.8211551690360215e-20,0.0,0.0,5.642310338072043e-20,0.0,1.0,0.96
stress_contraction,stress_contraction,83,83,-1.4105775845180107e-20,0.0,0.0,1.4105775845180107e-20,0.0,0.0,2.8211551690360215e-20,0.0,1.0,0.96
stress_contraction,stress_contraction,84,84,-7.052887922590054e-21,0.0,0.0,7.052887922590054e-21,0.0,0.0,1.4105775845180107e-20,0.0,1.0,0.96
stress_contraction,stress_contraction,85,85,-3.526443961295027e-21,0.0,0.0,3.526443961295027e-21,0.0,0.0,7.052887922590054e-21,0.0,1.0,0.96
stress_contraction,stress_contraction,86,86,-1.7632219806475134e-21,0.0,0.0,1.7632219806475134e-21,0.0,0.0,3.526443961295027e-21,0.0,1.0,0.96
stress_contraction,stress_contraction,87,87,-8.816109903237567e-22,0.0,0.0,8.816109903237567e-22,0.0,0.0,1.7632219806475134e-21,0.0,1.0,0.96
stress_contraction,stress_contraction,88,88,-4.408054951618784e-22,0.0,0.0,4.408054951618784e-22,0.0,0.0,8.816109903237567e-22,0.0,1.0,0.96
stress_contraction,stress_contraction,89,89,-2.204027475809392e-22,0.0,0.0,2.204027475809392e-22,0.0,0.0,4.408054951618784e-22,0.0,1.0,0.96
stress_contraction,stress_contraction,90,90,-1.102013737904696e-22,0.0,0.0,1.102013737904696e-22,0.0,0.0,2.204027475809392e-22,0.0,1.0,0.96
stress_contraction,stress_contraction,91,91,-5.51006868952348e-23,0.0,0.0,5.51006868952348e-23,0.0,0.0,1.102013737904696e-22,0.0,1.0,0.96
stress_contraction,stress_contraction,92,92,-2.75503434476174e-23,0.0,0.0,2.75503434476174e-23,0.0,0.0,5.51006868952348e-23,0.0,1.0,0.96
stress_contraction,stress_contraction,93,93,-1.37751717238087e-23,0.0,0.0,1.37751717238087e-23,0.0,0.0,2.75503434476174e-23,0.0,1.0,0.96
stress_contraction,stress_contraction,94,94,-6.88758586190435e-24,0.0,0.0,6.88758586190435e-24,0.0,0.0,1.37751717238087e-23,0.0,1.0,0.96
stress_contraction,stress_contraction,95,95,-3.443792930952175e-24,0.0,0.0,3.443792930952175e-24,0.0,0.0,6.88758586190435e-24,0.0,1.0,0.96
