lattice_size,site_count,sweeps,mean_plaquette,plaquette_variance,acceptance_rate,finite_transfer_gap_estimate,lambda2_abs,screening_mass_proxy,finite_transfer_gap_proxy_receipt
2,16,16,-0.009140773843973384,0.0003230225346402148,0.9296875,0.12204558417161115,0.8779544158283888,0.34531468484056316,True
3,81,8,-0.0036422236433829285,0.00023436531146572482,0.9220679012345679,0.350512631616281,0.649487368383719,0.43992345814040035,True
