worldline_id,event_index,cycle,event,class,holonomy_mode,support_node_count,x,y,z,pair_h3_separation,local_readout_contraction,transport_distance
stress_pair_right,24,24,continue,transposition,1,8,0.008131426155535984,0.0,0.0,0.016262852311059853,0.960010576417357,0.008131426155527232
stress_pair_right,25,25,continue,transposition,1,8,0.004065713077767992,0.0,0.0,0.008131426155527232,0.9600026446287898,0.004065713077698113
stress_pair_right,26,26,continue,transposition,1,8,0.002032856538883996,0.0,0.0,0.0040657130777527264,0.9600006611899837,0.0020328565388591786
stress_pair_right,27,27,continue,transposition,1,8,0.001016428269441998,0.0,0.0,0.0020328565389684068,0.9600001652995452,0.0010164282694546803
stress_pair_right,28,28,continue,transposition,1,8,0.000508214134720999,0.0,0.0,0.0010164282692362247,0.9600000413250144,0.000508214134532499
stress_pair_right,29,29,continue,transposition,1,8,0.0002541070673604995,0.0,0.0,0.000508214134532499,0.9600000103312616,0.0002541070671326664
stress_pair_right,30,30,continue,transposition,1,8,0.00012705353368024975,0.0,0.0,0.0002541070680064894,0.9600000025828159,0.00012705353425961652
stress_pair_right,31,31,continue,transposition,1,8,6.352676684012488e-05,0.0,0.0,0.0001270535325119705,0.960000000645704,6.35267662880317e-05
stress_pair_right,32,32,continue,transposition,1,8,3.176338342006244e-05,0.0,0.0,6.35267662880317e-05,0.960000000161426,3.1763383148021666e-05
stress_pair_right,33,33,continue,transposition,1,8,1.588169171003122e-05,0.0,0.0,3.1763383148021666e-05,0.9600000000403565,1.5881688079219063e-05
stress_pair_right,34,34,continue,transposition,1,8,7.94084585501561e-06,0.0,0.0,1.5881702060384423e-05,0.9600000000100891,7.940851030254802e-06
stress_pair_right,35,35,continue,transposition,1,8,3.970422927507805e-06,0.0,0.0,7.940851030254802e-06,0.9600000000025223,3.970425515135224e-06
stress_pair_right,36,36,continue,transposition,1,8,1.9852114637539023e-06,0.0,0.0,3.9703695901045494e-06,0.9600000000006306,1.9851568321440402e-06
stress_pair_right,37,37,continue,transposition,1,8,9.926057318769512e-07,0.0,0.0,1.9852686814177097e-06,0.9600000000001576,9.926902621952166e-07
stress_pair_right,38,38,continue,transposition,1,8,4.963028659384756e-07,0.0,0.0,9.926902621952166e-07,0.9600000000000394,4.964569583224508e-07
stress_pair_right,39,39,continue,transposition,1,8,2.481514329692378e-07,0.0,0.0,4.964569583224508e-07,0.9600000000000098,2.48452007778481e-07
stress_pair_right,40,40,continue,transposition,1,8,1.240757164846189e-07,0.0,0.0,2.48452007778481e-07,0.9600000000000025,1.246720591983311e-07
stress_pair_right,41,41,continue,transposition,1,8,6.203785824230945e-08,0.0,0.0,1.246720591983311e-07,0.9600000000000006,6.322027276634104e-08
stress_pair_right,42,42,continue,transposition,1,8,3.1018929121154724e-08,0.0,0.0,5.960464477539062e-08,0.9600000000000002,2.980232238769531e-08
stress_pair_right,43,43,continue,transposition,1,8,1.5509464560577362e-08,0.0,0.0,3.650024149988857e-08,0.9600000000000001,2.1073424255447017e-08
stress_pair_right,44,44,continue,transposition,1,8,7.754732280288681e-09,0.0,0.0,0.0,0.96,0.0
stress_pair_right,45,45,continue,transposition,1,8,3.8773661401443405e-09,0.0,0.0,0.0,0.96,0.0
stress_pair_right,46,46,continue,transposition,1,8,1.9386830700721703e-09,0.0,0.0,0.0,0.96,0.0
stress_pair_right,47,47,continue,transposition,1,8,9.693415350360851e-10,0.0,0.0,0.0,0.96,0.0
stress_pair_right,48,48,continue,transposition,1,8,4.846707675180426e-10,0.0,0.0,0.0,0.96,0.0
stress_pair_right,49,49,continue,transposition,1,8,2.423353837590213e-10,0.0,0.0,0.0,0.96,0.0
stress_pair_right,50,50,continue,transposition,1,8,1.2116769187951064e-10,0.0,0.0,0.0,0.96,0.0
stress_pair_right,51,51,continue,transposition,1,8,6.058384593975532e-11,0.0,0.0,0.0,0.96,0.0
stress_pair_right,52,52,continue,transposition,1,8,3.029192296987766e-11,0.0,0.0,0.0,0.96,0.0
stress_pair_right,53,53,continue,transposition,1,8,1.514596148493883e-11,0.0,0.0,0.0,0.96,0.0
stress_pair_right,54,54,continue,transposition,1,8,7.572980742469415e-12,0.0,0.0,0.0,0.96,0.0
stress_pair_right,55,55,continue,transposition,1,8,3.7864903712347075e-12,0.0,0.0,0.0,0.96,0.0
stress_pair_right,56,56,continue,transposition,1,8,1.8932451856173538e-12,0.0,0.0,0.0,0.96,0.0
stress_pair_right,57,57,continue,transposition,1,8,9.466225928086769e-13,0.0,0.0,0.0,0.96,0.0
stress_pair_right,58,58,continue,transposition,1,8,4.733112964043384e-13,0.0,0.0,0.0,0.96,0.0
stress_pair_right,59,59,continue,transposition,1,8,2.366556482021692e-13,0.0,0.0,0.0,0.96,0.0
stress_pair_right,60,60,continue,transposition,1,8,1.183278241010846e-13,0.0,0.0,0.0,0.96,0.0
stress_pair_right,61,61,continue,transposition,1,8,5.91639120505423e-14,0.0,0.0,0.0,0.96,0.0
stress_pair_right,62,62,continue,transposition,1,8,2.958195602527115e-14,0.0,0.0,0.0,0.96,0.0
stress_pair_right,63,63,continue,transposition,1,8,1.4790978012635576e-14,0.0,0.0,0.0,0.96,0.0
